5033	NA	1942	5586.18
6155	NA	1942	3358.49
6455	NA	1942	5341.47
7695	NA	1942	4689.71
8665	NA	1942	3369.48
8734	NA	1942	3422.06
620	NA	1947	1269.13
4926	NA	1947	1294.35
4927	NA	1947	1838.46
5023	NA	1947	914.38
5028	NA	1947	1144.03
5032	NA	1947	1267.72
5905	NA	1947	2265.27
618	NA	1948	378.9
621	NA	1948	823.02
4762	NA	1948	752.02
4928	NA	1948	522.12
5019	NA	1948	727.55
5020	NA	1948	503.82
5022	NA	1948	1217.4
5024	NA	1948	869.88
5025	NA	1948	589.03
5026	NA	1948	536.37
5029	NA	1948	760.18
5031	NA	1948	436.19
5035	NA	1948	649.74
5036	NA	1948	1111.56
5037	NA	1948	988.13
6175	NA	1948	838.94
6962	NA	1948	645.39
8238	NA	1948	662.02
9141	NA	1948	552.66
9142	NA	1948	593.36
9595	NA	1948	635.22
9969	NA	1948	610.89
10033	NA	1948	457.92
10038	NA	1948	218.39
10039	NA	1948	1237.27
11146	NA	1948	1009.33
11728	NA	1948	1147.28
11729	NA	1948	611.33
11730	NA	1948	1325.72
11731	NA	1948	923.19
11733	NA	1948	611.57
11735	NA	1948	593.89
11738	NA	1948	1087.87
11768	NA	1948	2120.81
11769	NA	1948	698.11
11770	NA	1948	613.03
11772	NA	1948	723.18
11773	NA	1948	2771.25
11774	NA	1948	1898.91
11775	NA	1948	456.16
11776	NA	1948	563.24
11780	NA	1948	534.64
11782	NA	1948	896.05
11784	NA	1948	445.4
11785	NA	1948	797.93
11786	NA	1948	829.34
11886	NA	1948	1604.72
11927	NA	1948	1058.87
11928	NA	1948	1439.24
3802	NA	1949	674.29
3813	NA	1949	330.98
3830	NA	1949	429.89
7111	NA	1949	446.45
7360	NA	1949	962.83
10264	NA	1949	416.31
10847	NA	1949	73.77
11581	NA	1949	236.77
660	NA	1950	353.8
676	NA	1950	404.66
3706	NA	1951	475.22
4715	NA	1951	455.84
4734	NA	1951	605.2
5824	NA	1951	287.73
9223	NA	1951	580.85
9973	NA	1951	652.51
9974	NA	1951	402.81
4968	NA	1952	1198.71
4971	NA	1952	634.36
4973	NA	1952	757.21
5139	NA	1953	331.81
5149	NA	1953	718.31
5150	NA	1953	572.37
7498	NA	1953	609.29
9210	NA	1953	232.13
4678	NA	1954	819.45
4735	NA	1954	984.08
623	NA	1956	422.9
4757	NA	1956	316.93
4758	NA	1956	470.48
4759	NA	1956	796.21
4761	NA	1956	339.16
4929	NA	1956	351.23
5030	NA	1956	646.56
6177	NA	1956	300.15
6963	NA	1956	1063.98
6964	NA	1956	774.43
6965	NA	1956	282.26
6966	NA	1956	491.26
8240	NA	1956	1036.8
8242	NA	1956	277.87
8244	NA	1956	208.05
8246	NA	1956	524.4
8247	NA	1956	698.9
8248	NA	1956	303.79
8249	NA	1956	651.6
8250	NA	1956	748.93
8251	NA	1956	504.71
8252	NA	1956	430.93
8254	NA	1956	358.16
8255	NA	1956	743.38
8257	NA	1956	345.78
8259	NA	1956	401.94
8260	NA	1956	632.26
8264	NA	1956	929.36
8265	NA	1956	149.67
8269	NA	1956	544.06
8275	NA	1956	513.3
8276	NA	1956	309.43
8282	NA	1956	361.95
8285	NA	1956	340.31
8288	NA	1956	452.45
8291	NA	1956	354.74
8302	NA	1956	327.95
8304	NA	1956	844.26
8305	NA	1956	275.78
8310	NA	1956	447.2
8311	NA	1956	286.01
8667	NA	1956	623.9
10032	NA	1956	323.61
11113	NA	1956	359.22
11732	NA	1956	349.34
11734	NA	1956	360.69
11736	NA	1956	581.6
11737	NA	1956	318.12
11739	NA	1956	788.86
11771	NA	1956	469.33
11777	NA	1956	335.13
11778	NA	1956	285.41
11779	NA	1956	411.17
11781	NA	1956	401.71
11783	NA	1956	197.22
11787	NA	1956	591.36
4760	NA	1964	203.53
6169	NA	1964	162.43
6171	NA	1964	192.48
6173	NA	1964	243.69
6176	NA	1964	204.94
6179	NA	1964	482.31
6967	NA	1964	340.74
6968	NA	1964	207.58
6969	NA	1964	221.24
6973	NA	1964	467.56
6974	NA	1964	277.12
6979	NA	1964	76.15
7508	NA	1964	290.53
8236	NA	1964	88.22
8241	NA	1964	285.86
8243	NA	1964	218.61
8256	NA	1964	220.16
8268	NA	1964	533.1
8270	NA	1964	229.69
8271	NA	1964	327.19
8272	NA	1964	287.77
8273	NA	1964	246.12
8274	NA	1964	330.34
8278	NA	1964	339.27
8279	NA	1964	326.93
8281	NA	1964	141.21
8284	NA	1964	223.09
8286	NA	1964	294.24
8287	NA	1964	204.71
8293	NA	1964	106.07
8300	NA	1964	293.33
8303	NA	1964	363.72
8306	NA	1964	315.51
8308	NA	1964	150.79
8312	NA	1964	185.86
8595	NA	1964	185.94
9204	NA	1964	243.5
9255	NA	1964	307.73
622	NA	1973	158.41
8258	NA	1973	358.74
3577	NA	2029	1618.46
3416	NA	2033	1095.63
3417	NA	2033	855.58
3418	NA	2033	1337.7
3420	NA	2033	1687.32
3422	NA	2033	1520.58
3423	NA	2033	1435.86
3425	NA	2033	1742.52
3427	NA	2033	1202.33
3428	NA	2033	1637.32
3429	NA	2033	2346.23
5227	NA	2033	1182.94
7363	NA	2033	970.96
1152	NA	2036	1160.08
3886	NA	2036	771.66
4042	NA	2036	1012.61
4746	NA	2036	196.77
5641	NA	2036	1395.91
5766	NA	2036	240.51
5767	NA	2036	324.48
