artist_name;track_name;track_id;popularity
Eagles;"Funky New Year - Live at the Millennium Concert; Staples Center; Los Angeles; CA; 12/31/1999; 2018 Remaster";2pX8cDZhgdt8MI8dBs4dkM;19,52
Dominic Fike;3 Nights;1tNJrcVe6gwLEiZCtprs1u;86,53
HammerFall;Back to Back - Remastered 2018;0lkNfM1jAPu7BrC2hCDwvc;29,54
Juice WRLD;Used To;0WZFN4E8HrmGUU0EMyKQ8c;82,55
Ferry Corsten;Safe With Me (Mixed);7b6J1jpO6lyFrwBizOSvnB;29,56
Charlie Puth;Attention;5cF0dROlMOK5uNZtivgu50;90,57
Omnia;For You (Mixed);1b4e0PSHZAyBl81mWVna0w;29,58
Troye Sivan;Strawberries & Cigarettes;3afkJSKX0EAMsJXTZnDXXJ;90,59
Simon Lee & Alvin;Why I Came Here (Mixed);4l7xTBhT0n3TGrJDkbxCbN;29,6
Gunna;Sold Out Dates (feat. Lil Baby);55WLWX71YkHt2tSucNIf1g;82,61
Andrew Bayer;Immortal Lover (Mixed) - In My Next Life Mix;5FFXc6uwGOCJlezCudGzMx;28,62
Jordan Davis;Slow Dance In A Parking Lot;6MBUUSIWCzaXW4q58Ktrv9;80,63
Jeremy Vancaulart;Hurt (Mixed);6u3GnTCcGq7Aoh1UvinWpj;29,64
David Bowie;Five Years - 2012 Remaster;1JIzFhI9Lt5FyslawmHCBi;67,65
Luke Combs;Beer Never Broke My Heart;7aEtlGHoiPAfRB084NiDmx;86,66
Pink Floyd;One Slip - Remix 2019;4topvmlYQ0WQe9sSmJH0YF;39,67
Billie Eilish;bad guy;2Fxmhks0bxGSBdJ92vM42m;95,68
Pink Floyd;Signs of Life - Remix 2019;3gtNd9RV49v6AFla6L9oDE;39,69
Baby Keem;ORANGE SODA;5FkoSXiJPKTNyYgALRJFhD;87,7
Pink Floyd;One Slip - Remix 2019;0Ch9reL20qs7i2bzHLWTo5;39,71
Surfaces;Sunday Best;1Cv1YLb4q0RzL6pybtaMLo;89,72
Pink Floyd;The Dogs of War - Remix 2019;2Ev5oXviJgU07hqSDYuJKZ;39,73
DaBaby;BOP;6Ozh9Ok6h4Oi1wUSLtBseN;89,74
Pink Floyd;Sorrow - Remix 2019;0dTx0BkWs1Ew6tVO7Ikr1G;39,75
Clairo;Bubble Gum;3zksbXteOCeSusJ5Xltr3t;89,76
TLC;No Scrubs;3okWQ7ykLevuruyk60bFgy;48,77
Maren Morris;The Bones;7yFhA2fUsL2oIMWlw5DaHQ;87,78
Laszlo;Feels Like Love - 2019;0ia1yM0yP6wQk3MjBLlxh0;39,79
Lewis Capaldi;Before You Go;2gMXnyrvIjhVBUZwvLZDMP;94,8
Pink Floyd;Round and Around - Remix 2019;1mi5VkGg9mwQ2v097ZSA8Q;37,81
Arizona Zervas;ROXANNE;696DnlkuDOXcMAnKlTgXXK;91,82
Pink Floyd;"Another Brick In the Wall; Part 2 - 2019 remix [Live]";1xUTI8Ce8IQnyYCGPmrbzS;44,83
Old Dominion;One Man Band;7cA3PnUQDlUyBBwpRozQeo;85,84
Pink Floyd;Sorrow - Remix 2019;1U9XWccgcdPw0ahaq2FDDS;38,85
Dayglow;Can I Call You Tonight?;64lsIF5pw0sJY0gV5kz0RN;89,86
Pink Floyd;Wish You Were Here - Live at Knebworth 1990;57Nc8KTrSOGqgjxfGzqRP1;45,87
Chris Brown;No Guidance (feat. Drake);6XHVuErjQ4XNm6nDPVCxVX;90,88
Pink Floyd;Time - 2019 remix [Live];4pXxIVE4YTBE8b5HQdjqOC;39,89
Lizzo;Truth Hurts;3HWzoMvoF3TQfYg4UPszDq;86,9
Pink Floyd;Yet Another Movie - Remix 2019;0oQlbs16wtdkKYoSfVAQUt;38,91
Post Malone;Wow.;7xQAfvXzm3AkraOtGPWIZg;90,92
Pink Floyd;Comfortably Numb - 2019 remix [Live];5L7ge1RYPPhLyzXKTSdXjb;39,93
Machine Gun Kelly;I Think I'm OKAY (with YUNGBLUD & Travis Barker);2gTdDMpNxIRFSiu7HutMCg;88,94
Pink Floyd;Learning to Fly - 2019 remix [Live];1sBMXOXdWkhsho4mPlMOl7;39,95
Lil Tjay;F.N;0RLLvYBopDwooCyvnTwgYu;89,96
Pink Floyd;On the Turning Away - 2019 remix [Live];7gkYyPzHSzINK0PdNS5ehL;39,97
Luke Combs;Better Together;6gdLyYNuhWBzqwlOFSsXC7;85,98
Calvin Harris;One Kiss;6Mcd2tlwSiqsnMC85DF4Ns;51,99
Doja Cat;Say So;3Dv1eDb0MEgF93GpLXlucZ;93
Pink Floyd;Terminal Frost - Remix 2019;73fQJejfeIb6AyjIqyDiLF;38,01
J Balvin;LA CANCIÓN;0fea68AdmYNygeTGI4RC18;94,02
Usher;Yeah! (feat. Lil Jon & Ludacris);0utLWSIbolqT7KyppMuxKY;47,03
Juice WRLD;Empty;41MCdlvXOl62B7Kv86Bb1v;88,04
Pink Floyd;On the Turning Away - Remix 2019;6wDeZntXr5oWaXbAFLUHRf;39,05
Billie Eilish;when the party's over;43zdsphuZLzwA9k4DJhU0I;93,06
Pink Floyd;Signs of Life - 2019 remix [Live];3WYct0etrRZLnMovAs4Nnr;39,07
Lil Tecca;Ransom;1lOe9qE0vR9zwWQAOk6CoO;91,08
Pink Floyd;Sorrow - 2019 remix [Live];3dfe0fKRLb8WIqzK9KxAAQ;38,09
Jonas Brothers;Sucker;22vgEDb5hykfaTwLuskFGD;92,1
Pink Floyd;Yet Another Movie - 2019 remix [Live];5dlL1PVoVscf1hbcPRDg70;39,11
Billie Eilish;everything i wanted;3ZCTVFBt2Brf31RLEnCkWJ;93,12
Pink Floyd;Wish You Were Here - 2019 remix [Live];5PeyGshewkLwL59zOAIW4C;41,13
Drake;Money In The Grave (Drake ft. Rick Ross);5ry2OE6R2zPQFDO85XkgRb;89,14
Papa Roach;Falling Apart - Remastered 2020;2qkxnCKVOKbQZcO8TEcXH1;44,15
The Weeknd;Save Your Tears;5QO79kh1waicV47BqGRL3g;98,16
Ruined Conflict;Year 2020;6dEPod8uKS1oqcD7RZYy6c;14,17
Pop Smoke;What You Know Bout Love;1tkg4EHVoqnhR6iFEXb60y;95,18
Papa Roach;Face Everything and Rise - Remastered 2020;20JXjktPIqUV7bWr8nZkia;43,19
Cardi B;WAP (feat. Megan Thee Stallion);4Oun2ylbjFKMPTiaSbbCih;94,2
Iñigo Vontier;Year 2020;03VrhBjoCp0rSjajdhNE5N;12,21
Eminem;Godzilla (feat. Juice WRLD);7FIWs0pqAYbP91WWM0vlTQ;94,22
Papa Roach;Come Around - Remastered 2020;19XsdKehaBTpfhwS6OSdYr;43,23
Ariana Grande;positions;35mvY5S1H3J2QZyna3TFe0;97,24
Papa Roach;Elevate - Remastered 2020;5vi1VaZmV5CzibWGIcf9G4;43,25
Don Toliver;After Party;527k23H0A4Q0UJN3vGs0Da;91,26
Tigre Blanco;Year 2020;2Qzj5uQzUA85LjtcCBuAhZ;11,27
Powfu;death bed (coffee for your head);7eJMfftS33KTjuF7lTsMCx;95,28
Papa Roach;Periscope - Remastered 2020;3DFp3sRBA9iWzZqEPLq8gM;44,29
Nelly;Lil Bit;0NmuYnjETG3u3qx0OmEJev;88,3
kaestin;Year 2020;4BSnQlZksEtvmW4c2QOgEV;11,31
Polo G;21;3JKgcAa7r07ocVWcV8bS0H;90,32
Jai Wolf;Indian Summer - 2020 Encore Mix;60SJ6qZIetPNm1Q2IRGgRr;36,33
Ariana Grande;34+35;6Im9k8u9iIzKMrmV7BWtlF;95,34
Ema Spatula;Year 2020;6s0QJ4tfTOkkkOMQz8HCrg;18,35
Noah Cyrus;July;6J2LdBN97cDWn0MLxYh9HB;92,36
Hammock;EveryWhen - Bonus Track;2HGeIYpOrU9u5UR9Z98mx9;43,37
Luke Combs;Cold As You;7IWV29mryrqtO0JVgnPtfv;87,38
Haiti BaeB;Year 2020;0VWgZvez93QhJwTAVniUEw;11,39
Beach Bunny;Cloud 9;6vFsBXYczYsP0H3lgunZOm;91,4
Papa Roach;The Ending - Remastered 2020;6t1OmNgczg0oaGbpfzHVLR;42,41
Kane Brown;Be Like That - feat. Swae Lee & Khalid;5f1joOtoMeyppIcJGZQvqJ;90,42
YWB $uburb;Year 2020;6IPUBfLwEOPrzx4ZfEULYJ;11,43
Future;Drankin N Smokin;0k7wmahjkn389wAZdz19Cv;89,44
The Glitch Mob;Fortune Days - 2020 Remaster;5GWHujc41JAjaiH6gcCjgu;38,45
Tory Lanez;"WHATS POPPIN (feat. DaBaby; Tory Lanez & Lil Wayne) - Remix";2MbdDtCv5LUVjYy9RuGTgC;90,46
Kentomen;Year 2020;2wXYm7A2WwjjLkkzSIFS5j;11,47
Lil Nas X;HOLIDAY;6zFMeegAMYQo0mt8rXtrli;95,48
Papa Roach;Burn - Remastered 2020;1LRQROTy2wN5VO3V0VPbUc;40,49
Conan Gray;Maniac;6KfoDhO4XUWSbnyKjNp9c4;93,5
Naomi;Year 2020;7g4i6RAwjGTxCByFx7gz9W;11,51
21 Savage;Runnin;5SWnsxjhdcEDc7LJjq9UHk;89,52
The Glitch Mob;Animus Vox - 2020 Remaster;3L1iZJUXiAcUvDhIIi3KAq;38,53
Jack Harlow;WHATS POPPIN;1jaTQ3nqY3oAAYyCTbIvnM;90,54
Judgemental;Year 2020;0sm0np6NlfZdgBvlD8kkm3;11,55
King Von;Took Her To The O;7fEoXCZTZFosUFvFQg1BmW;87,56
Papa Roach;American Dreams - Remastered 2020;6HLk3upJqJAmVNdMbnxT8g;42,57
Lil Baby;On Me;4Iedi94TIaB2GGb1nMB68v;87,58
Liberator World;Year 2020;72ou2l2Mr5YKNW83ua1zv1;11,59
blackbear;hot girl bummer;6jRq8gaZhMUyy5RclRPcAf;92,6
Papa Roach;Still Swingin’ - Remastered 2020;1WeeMb71Hld9X5Bmq9IQup;41,61
SoFaygo;Knock Knock;6aHoPULNO7pSL2ZfUY0bU8;91,62
Johann Strauss II;"An der schönen blauen Donau; Walzer; Op. 314";5431KRbZtVF3tVgMR1lIYS;46,63
DJ Scheme;E-ER (feat. Lil Yachty);4N7i6RfJXMWfkx9Zr6pzkJ;88,64
Years & Years;King;0ehr4GsiW3MMc4cm6OTe4H;11,65
Doja Cat;Get Into It (Yuh);0W6I02J9xcqK8MtSeosEXb;100,66
David Bowie;Golden Years - 2016 Remaster;4JRem7xHp2l0kmUvt9zCKu;72,67
Justin Bieber;Peaches (feat. Daniel Caesar & Giveon);4iJyoBOLtHqaGxP12qzhQI;103,68
Ella Fitzgerald;What Are You Doing New Year's Eve?;0mWR3j0VOTZfpZvewBPa3o;11,69
Drake;TSU;4s7QLoImIwmPi9L6dq1nVW;96,7
Iron Maiden;Wasted Years - 2015 Remaster;2V0T2LS0pf2r3EFpOEkZFO;64,71
The Weeknd;Save Your Tears (with Ariana Grande) (Remix);37BZB0z9T8Xu7U3e65qxFy;102,72
Diana Krall;What Are You Doing New Year's Eve?;2xrGlRiFlhRSmZ3UUt8eKt;11,73
Olivia Rodrigo;drivers license;5wANPM4fQCJwkGd4rN57mH;101,74
David Bowie;Five Years - 2012 Remaster;1JIzFhI9Lt5FyslawmHCBi;68,75
Coldplay;My Universe;3FeVmId7tL5YN8B7R3imoM;105,76
Paul Anka;It's The Most Wonderful Time Of The Year;5OCkg7I5QaTXE0PfYxV8Q4;11,77
Lil Nas X;MONTERO (Call Me By Your Name);1SC5rEoYDGUK4NfG82494W;100,78
Sukima Switch;Ah Yeah!! - 2020 Remaster;1EryXVV7xCH10UeVvF3RMB;53,79
Bad Bunny;Yonaguni;2JPLbjOn0wPCngEot2STUS;104,8
Paul Anka;It's The Most Wonderful Time Of The Year;1GpetRfQ47U8iXby8LPnol;11,81
Drake;In The Bible (with Lil Durk & Giveon);61S79KIVA4I9FXbnsylEHT;95,82
Rhys Lewis;This Time Of Year;5RvpOJg44qCZZHYFZO28rF;11,83
Drake;Papi’s Home;6jy9yJfgCsMHdu2Oz4BGKX;95,84
Elvis Costello & The Attractions;"Radio; Radio - 2021 Remaster";0qvo5kciIqZJn1t8jdfqDn;54,85
Polo G;RAPSTAR;43PGPuHIlVOc04jrZVh9L6;95,86
Elvis Costello & The Attractions;The Beat - 2021 Remaster;1bqlDsBlBPxjK0zuFQcSXq;50,87
Meek Mill;Sharing Locations (feat. Lil Baby & Lil Durk);3J4VKkUpLvomXJbn9ZAypO;94,88
Saliva;After Me - 2021 Version;5BJs3aDrKYBRkzrhaVxf89;50,89
Megan Thee Stallion;Thot Shit;5zNW5ARjYhJQJz1AChP33n;95,9
Elvis Costello & The Attractions;This Year's Girl - 2021 Remaster;1fdZTOJXydtRzCwBbHlJco;45,91
Olivia Rodrigo;favorite crime;5JCoSi02qi3jJeHdZXMmR8;98,92
Elvis Costello & The Attractions;(I Don't Want To Go To) Chelsea - 2021 Remaster;7uYyLVNjKY49L8o3AouXZd;49,93
Drake;N 2 Deep;34D6FJysnQioVingDKufuf;94,94
Ledisi;What Are You Doing New Year's Eve?;6YhXtmV3tNFyELfEHxAI0T;11,95
Bruno Mars;Leave The Door Open;7MAibcTli4IisCtbHKrGMh;100,96
Elvis Costello & The Attractions;No Action - 2021 Remaster;2GFakdGflCFgwFrJfZkvzK;41,97
Cochise;Tell Em;7nc7mlSdWYeFom84zZ8Wr8;95,98
DJ CLINGO SLIDE;Rubish;0u7vHkZJtxjSP65kf0yZOA;41,99
Oliver Tree;Life Goes On;0eu4C55hL6x29mmeAjytzC;105
Elvis Costello & The Attractions;Lipstick Vogue - 2021 Remaster;2PiNhvEBruOkFZ4g4IwtXo;41,01
PinkPantheress;Pain;7CIERzyqIwLVKGp00YbHRO;96,02
Saliva;Spyhunter - 2021 Version;646K2dKvCr8Nqy3XaSRHHM;40,03
Drake;Love All (with JAY-Z);4VCbgIdr8ptegWeJpqLVHH;96,04
Elvis Costello & The Attractions;Lip Service - 2021 Remaster;23acMIboTpqnM5kueS7GV8;39,05
Elton John;Cold Heart - PNAU Remix;6zSpb8dQRaw0M1dK8PBwQz;105,06
Cameo Bobo;2021 Is My Year;0lb12AXahSi5OzHmp2zdCd;34,07
Marshmello;Leave Before You Love Me (with Jonas Brothers);4qu63nuBpdn0qHUHuObEj1;100,08
Elvis Costello & The Attractions;Little Triggers - 2021 Remaster;2N8YyefuTvFIbgCiCYoXVU;39,09
Post Malone;Motley Crew;40uMIn2zJLAQhNXghRjBed;97,1
Elvis Costello & The Attractions;You Belong To Me - 2021 Remaster;7LjcmjjxyEumIx8AOBVUij;39,11
Taylor Swift;Wildest Dreams (Taylor's Version);1Ov37jtRQ2YNAe8HzfczkL;99,12
Dianne Reeves;This Time Of Year;37HtUdjYyfUTUGz7bo2DP4;12,13
The Kid LAROI;STAY (with Justin Bieber);5PjdY0CKGZdEuoNab3yDmX;105,14
Mac Miller;Small Worlds;4gT3mNJA8lnlkYFqGZ8IA2;84,15
Tower Of Power;Diggin' on James Brown (Medley): Diggin’ on James Brown / It’s a New Day / Mother Popcorn / There It Is / I Got the Feelin’ / Diggin’ on James Brown (Reprise) - Live;6D9pwKYEWRbNYb4CWxOmAv;28,16
Alessia Cara;Out Of Love;4WzhjxvLP95y7AMDy0Atwb;87,17
Tower Of Power;Squib Cakes - Live;1ApXOmGJXHcii00KevzJp1;28,18
5 Seconds of Summer;Ghost Of You;1MhXdlCQPnO56T57MfmaRm;89,19
HALIENE;Dream In Color (Mixed) - Ruben de Ronde Remix;7E7TZBF3pAKTfeG048i0Dj;30,2
lovelytheband;broken;6XcfKZvJio9Z0fQy11GnNX;85,21
Tower Of Power;So Very Hard to Go - Live;6Gh0Co5LWyKSU91jVHOkOu;27,22
Drake;In My Feelings;2G7V7zsVDxg1yRsu7Ew9RJ;88,23
Hilnigger;Man of the Year 2018;4QpX7ak5BP9nhiWcfd2NCj;23,24
King Princess;1950;0CZ8lquoTX2Dkg7Ak2inwA;86,25
Super8 & Tab;Blockchain (Mixed);1fe26ESBdOS2YHPfHu2bB6;30,26
Playboi Carti;R.I.P.;3L0IKstjUgDFVQAbQIRZRv;84,27
Signum;Coming On Strong (Mixed) - Gareth Emery & Ashley Wallbridge Remix;3pDWXsAZgk6UP1t8D215VK;30,28
Juice WRLD;Rich And Blind;6QNFQJKlZUKr0xlGZ74CZJ;84,29
Loud Luxury;Body (Mixed) - Orjan Nilsen Remix;16B2bLpaMv1ECNqvEfTzIc;30,3
Juice WRLD;I'll Be Fine;0INehbMZOFPnaPBAjK97i3;83,31
Above & Beyond;Happiness Amplified (Mixed) - Above & Beyond Club Mix;1LhVqpkwZl9kr2hhNDAxoW;30,32
Khalid;Love Lies (with Normani);45Egmo7icyopuzJN0oMEdk;86,33
Tower Of Power;Don't Change Horses - Live;0FXV5znBTDslqTSELbYra6;28,34
Aflacko;Cake;23OCmW1EsawtZSK0J2AUHT;83,35
Mark Sixma;Sinfonia (Mixed);5QgWYUWuhBJgocf6dQeu56;30,36
NAV;Champion (feat. Travis Scott);6nO3tr47nr2P7f3hXb8JIo;85,37
Super8 & Tab;True Love (Mixed);624jOqdHSnHmaWimi28cU7;30,38
Tyga;Taste (feat. Offset);5IaHrVsrferBYDm0bDyABy;88,39
Omnia;CYBERPUNK (Mixed);1usDiBnZiUK3gYDidU7ZLq;31,4
Ella Mai;Trip;6CTWathupIiDs7U4InHnDA;85,41
Pharrell Williams;"Happy - From ""Despicable Me 2""";3Vf5cSN4mOt9rHqAsXgxQm;30,42
I DONT KNOW HOW BUT THEY FOUND ME;Choke;37mfTcSlX60JtAvAETytGs;84,43
David Bowie;"Golden Years - Live '83; 2018 Remaster";4arAdS8VHo30vYrfKD9ZSA;22,44
Kacey Musgraves;Rainbow;79qxwHypONUt3AFq0WPpT9;83,45
i.am.orange;the feelings you wll feel (7-3-18);4c6axGaaoDchM1Ns8LEM7F;22,46
Trippie Redd;Topanga;5aXgz1oKK8Q9z9xvTmSnrO;82,47
i.am.orange;18 (4-29-18);6KiZqOmFBACzsSPl1XmFP4;22,48
"Tyler; The Creator";Potato Salad;1jzIJcHCXneHw7ojC6LXiF;84,49
MaRLo;A Thousand Seas (Mixed);48AC2IY4O7y0L4cDSmvDkD;29,5
The Plot In You;FEEL NOTHING;4xDwCYhobDehSBGUmd5H6Y;85,51
Armin van Buuren;Wild Wild Son (Mixed) - Club Mix;2d8lGQJK5H3S4kWcLMADj0;30,52
Morgan Wallen;Talkin' Tennessee;7szRiHu6r91o2Po9GTPN4c;80,53
KhoMha;Tierra (Mixed);4gutbvPbzUJThLhKXS99tY;29,54
Eminem;Lucky You (feat. Joyner Lucas);60SdxE8apGAxMiRrpbmLY0;86,55
Markus Schulz;We Are The Light (Mixed);25kZQNyEzdPxmOCzbtBauh;29,56
XXXTENTACION;NUMB;01TnVDiet1DFTsyWKUKovl;86,57
Armin van Buuren;Blah Blah Blah (Mixed);4DPl4CEH8goxLtem7sohzl;33,58
Juice WRLD;Candles;1wa6QQsdSE3X2GbRljGpFk;83,59
Ilan Bluestone;Will We Remain (Mixed);7qAtyPlPVvKfBxTm7hhv5Z;30,6
SadBoyProlific;Dead and Cold;1A43TfohQt3H6K5zg28ExD;86,61
HammerFall;Warriors of Faith - Remastered 2018;6w8ZvgzdUryANzyxwgJUJR;29,62
Arizona Zervas;FML;6lruHh1jF7ezgbLv72xYmf;85,63
Runrig;Year Of The Flood - Live at Stirling 2018;11QJnmr7i2vRBJSDiYajoq;39,64
David Bowie;Five Years - 2012 Remaster;1JIzFhI9Lt5FyslawmHCBi;69,65
Luke Combs;Beer Never Broke My Heart;7aEtlGHoiPAfRB084NiDmx;88,66
Pink Floyd;One Slip - Remix 2019;4topvmlYQ0WQe9sSmJH0YF;41,67
Billie Eilish;bad guy;2Fxmhks0bxGSBdJ92vM42m;97,68
Pink Floyd;Signs of Life - Remix 2019;3gtNd9RV49v6AFla6L9oDE;41,69
Baby Keem;ORANGE SODA;5FkoSXiJPKTNyYgALRJFhD;89,7
Pink Floyd;One Slip - Remix 2019;0Ch9reL20qs7i2bzHLWTo5;41,71
Surfaces;Sunday Best;1Cv1YLb4q0RzL6pybtaMLo;91,72
Pink Floyd;The Dogs of War - Remix 2019;2Ev5oXviJgU07hqSDYuJKZ;41,73
DaBaby;BOP;6Ozh9Ok6h4Oi1wUSLtBseN;91,74
Pink Floyd;Sorrow - Remix 2019;0dTx0BkWs1Ew6tVO7Ikr1G;41,75
Clairo;Bubble Gum;3zksbXteOCeSusJ5Xltr3t;91,76
TLC;No Scrubs;3okWQ7ykLevuruyk60bFgy;50,77
Maren Morris;The Bones;7yFhA2fUsL2oIMWlw5DaHQ;89,78
Laszlo;Feels Like Love - 2019;0ia1yM0yP6wQk3MjBLlxh0;41,79
Lewis Capaldi;Before You Go;2gMXnyrvIjhVBUZwvLZDMP;96,8
Pink Floyd;Round and Around - Remix 2019;1mi5VkGg9mwQ2v097ZSA8Q;39,81
Arizona Zervas;ROXANNE;696DnlkuDOXcMAnKlTgXXK;93,82
Pink Floyd;"Another Brick In the Wall; Part 2 - 2019 remix [Live]";1xUTI8Ce8IQnyYCGPmrbzS;46,83
Old Dominion;One Man Band;7cA3PnUQDlUyBBwpRozQeo;87,84
Pink Floyd;Sorrow - Remix 2019;1U9XWccgcdPw0ahaq2FDDS;40,85
Dayglow;Can I Call You Tonight?;64lsIF5pw0sJY0gV5kz0RN;91,86
Pink Floyd;Wish You Were Here - Live at Knebworth 1990;57Nc8KTrSOGqgjxfGzqRP1;47,87
Chris Brown;No Guidance (feat. Drake);6XHVuErjQ4XNm6nDPVCxVX;92,88
Pink Floyd;Time - 2019 remix [Live];4pXxIVE4YTBE8b5HQdjqOC;41,89
Lizzo;Truth Hurts;3HWzoMvoF3TQfYg4UPszDq;88,9
Pink Floyd;Yet Another Movie - Remix 2019;0oQlbs16wtdkKYoSfVAQUt;40,91
Post Malone;Wow.;7xQAfvXzm3AkraOtGPWIZg;92,92
Pink Floyd;Comfortably Numb - 2019 remix [Live];5L7ge1RYPPhLyzXKTSdXjb;41,93
Machine Gun Kelly;I Think I'm OKAY (with YUNGBLUD & Travis Barker);2gTdDMpNxIRFSiu7HutMCg;90,94
Pink Floyd;Learning to Fly - 2019 remix [Live];1sBMXOXdWkhsho4mPlMOl7;41,95
Lil Tjay;F.N;0RLLvYBopDwooCyvnTwgYu;91,96
Pink Floyd;On the Turning Away - 2019 remix [Live];7gkYyPzHSzINK0PdNS5ehL;41,97
Luke Combs;Better Together;6gdLyYNuhWBzqwlOFSsXC7;87,98
Calvin Harris;One Kiss;6Mcd2tlwSiqsnMC85DF4Ns;53,99
Doja Cat;Say So;3Dv1eDb0MEgF93GpLXlucZ;95
Pink Floyd;Terminal Frost - Remix 2019;73fQJejfeIb6AyjIqyDiLF;40,01
J Balvin;LA CANCIÓN;0fea68AdmYNygeTGI4RC18;96,02
Usher;Yeah! (feat. Lil Jon & Ludacris);0utLWSIbolqT7KyppMuxKY;49,03
Juice WRLD;Empty;41MCdlvXOl62B7Kv86Bb1v;90,04
Pink Floyd;On the Turning Away - Remix 2019;6wDeZntXr5oWaXbAFLUHRf;41,05
Billie Eilish;when the party's over;43zdsphuZLzwA9k4DJhU0I;95,06
Pink Floyd;Signs of Life - 2019 remix [Live];3WYct0etrRZLnMovAs4Nnr;41,07
Lil Tecca;Ransom;1lOe9qE0vR9zwWQAOk6CoO;93,08
Pink Floyd;Sorrow - 2019 remix [Live];3dfe0fKRLb8WIqzK9KxAAQ;40,09
Jonas Brothers;Sucker;22vgEDb5hykfaTwLuskFGD;94,1
Pink Floyd;Yet Another Movie - 2019 remix [Live];5dlL1PVoVscf1hbcPRDg70;41,11
Billie Eilish;everything i wanted;3ZCTVFBt2Brf31RLEnCkWJ;95,12
Pink Floyd;Wish You Were Here - 2019 remix [Live];5PeyGshewkLwL59zOAIW4C;43,13
Drake;Money In The Grave (Drake ft. Rick Ross);5ry2OE6R2zPQFDO85XkgRb;91,14
Papa Roach;Falling Apart - Remastered 2020;2qkxnCKVOKbQZcO8TEcXH1;46,15
The Weeknd;Save Your Tears;5QO79kh1waicV47BqGRL3g;100,16
Ruined Conflict;Year 2020;6dEPod8uKS1oqcD7RZYy6c;16,17
Pop Smoke;What You Know Bout Love;1tkg4EHVoqnhR6iFEXb60y;97,18
Papa Roach;Face Everything and Rise - Remastered 2020;20JXjktPIqUV7bWr8nZkia;45,19
Cardi B;WAP (feat. Megan Thee Stallion);4Oun2ylbjFKMPTiaSbbCih;96,2
Iñigo Vontier;Year 2020;03VrhBjoCp0rSjajdhNE5N;14,21
Eminem;Godzilla (feat. Juice WRLD);7FIWs0pqAYbP91WWM0vlTQ;96,22
Papa Roach;Come Around - Remastered 2020;19XsdKehaBTpfhwS6OSdYr;45,23
Ariana Grande;positions;35mvY5S1H3J2QZyna3TFe0;99,24
Papa Roach;Elevate - Remastered 2020;5vi1VaZmV5CzibWGIcf9G4;45,25
Don Toliver;After Party;527k23H0A4Q0UJN3vGs0Da;93,26
Tigre Blanco;Year 2020;2Qzj5uQzUA85LjtcCBuAhZ;13,27
Powfu;death bed (coffee for your head);7eJMfftS33KTjuF7lTsMCx;97,28
Papa Roach;Periscope - Remastered 2020;3DFp3sRBA9iWzZqEPLq8gM;46,29
Nelly;Lil Bit;0NmuYnjETG3u3qx0OmEJev;90,3
kaestin;Year 2020;4BSnQlZksEtvmW4c2QOgEV;13,31
Polo G;21;3JKgcAa7r07ocVWcV8bS0H;92,32
Jai Wolf;Indian Summer - 2020 Encore Mix;60SJ6qZIetPNm1Q2IRGgRr;38,33
Ariana Grande;34+35;6Im9k8u9iIzKMrmV7BWtlF;97,34
Ema Spatula;Year 2020;6s0QJ4tfTOkkkOMQz8HCrg;20,35
Noah Cyrus;July;6J2LdBN97cDWn0MLxYh9HB;94,36
Hammock;EveryWhen - Bonus Track;2HGeIYpOrU9u5UR9Z98mx9;45,37
Luke Combs;Cold As You;7IWV29mryrqtO0JVgnPtfv;89,38
Haiti BaeB;Year 2020;0VWgZvez93QhJwTAVniUEw;13,39
Beach Bunny;Cloud 9;6vFsBXYczYsP0H3lgunZOm;93,4
Papa Roach;The Ending - Remastered 2020;6t1OmNgczg0oaGbpfzHVLR;44,41
Kane Brown;Be Like That - feat. Swae Lee & Khalid;5f1joOtoMeyppIcJGZQvqJ;92,42
YWB $uburb;Year 2020;6IPUBfLwEOPrzx4ZfEULYJ;13,43
Future;Drankin N Smokin;0k7wmahjkn389wAZdz19Cv;91,44
The Glitch Mob;Fortune Days - 2020 Remaster;5GWHujc41JAjaiH6gcCjgu;40,45
Tory Lanez;"WHATS POPPIN (feat. DaBaby; Tory Lanez & Lil Wayne) - Remix";2MbdDtCv5LUVjYy9RuGTgC;92,46
Kentomen;Year 2020;2wXYm7A2WwjjLkkzSIFS5j;13,47
Lil Nas X;HOLIDAY;6zFMeegAMYQo0mt8rXtrli;97,48
Papa Roach;Burn - Remastered 2020;1LRQROTy2wN5VO3V0VPbUc;42,49
Conan Gray;Maniac;6KfoDhO4XUWSbnyKjNp9c4;95,5
Naomi;Year 2020;7g4i6RAwjGTxCByFx7gz9W;13,51
21 Savage;Runnin;5SWnsxjhdcEDc7LJjq9UHk;91,52
The Glitch Mob;Animus Vox - 2020 Remaster;3L1iZJUXiAcUvDhIIi3KAq;40,53
Jack Harlow;WHATS POPPIN;1jaTQ3nqY3oAAYyCTbIvnM;92,54
Judgemental;Year 2020;0sm0np6NlfZdgBvlD8kkm3;13,55
King Von;Took Her To The O;7fEoXCZTZFosUFvFQg1BmW;89,56
Papa Roach;American Dreams - Remastered 2020;6HLk3upJqJAmVNdMbnxT8g;44,57
Lil Baby;On Me;4Iedi94TIaB2GGb1nMB68v;89,58
Liberator World;Year 2020;72ou2l2Mr5YKNW83ua1zv1;13,59
