artist_name;track_name;track_id;popularity
Papa Roach;Falling Apart - Remastered 2020;2qkxnCKVOKbQZcO8TEcXH1;54,15
The Weeknd;Save Your Tears;5QO79kh1waicV47BqGRL3g;108,16
Ruined Conflict;Year 2020;6dEPod8uKS1oqcD7RZYy6c;24,17
Pop Smoke;What You Know Bout Love;1tkg4EHVoqnhR6iFEXb60y;105,18
Papa Roach;Face Everything and Rise - Remastered 2020;20JXjktPIqUV7bWr8nZkia;53,19
Cardi B;WAP (feat. Megan Thee Stallion);4Oun2ylbjFKMPTiaSbbCih;104,2
Iñigo Vontier;Year 2020;03VrhBjoCp0rSjajdhNE5N;22,21
Eminem;Godzilla (feat. Juice WRLD);7FIWs0pqAYbP91WWM0vlTQ;104,22
Papa Roach;Come Around - Remastered 2020;19XsdKehaBTpfhwS6OSdYr;53,23
Ariana Grande;positions;35mvY5S1H3J2QZyna3TFe0;107,24
Papa Roach;Elevate - Remastered 2020;5vi1VaZmV5CzibWGIcf9G4;53,25
Don Toliver;After Party;527k23H0A4Q0UJN3vGs0Da;101,26
Tigre Blanco;Year 2020;2Qzj5uQzUA85LjtcCBuAhZ;21,27
Powfu;death bed (coffee for your head);7eJMfftS33KTjuF7lTsMCx;105,28
Papa Roach;Periscope - Remastered 2020;3DFp3sRBA9iWzZqEPLq8gM;54,29
Nelly;Lil Bit;0NmuYnjETG3u3qx0OmEJev;98,3
kaestin;Year 2020;4BSnQlZksEtvmW4c2QOgEV;21,31
Polo G;21;3JKgcAa7r07ocVWcV8bS0H;100,32
Jai Wolf;Indian Summer - 2020 Encore Mix;60SJ6qZIetPNm1Q2IRGgRr;46,33
Ariana Grande;34+35;6Im9k8u9iIzKMrmV7BWtlF;105,34
Ema Spatula;Year 2020;6s0QJ4tfTOkkkOMQz8HCrg;28,35
Noah Cyrus;July;6J2LdBN97cDWn0MLxYh9HB;102,36
Hammock;EveryWhen - Bonus Track;2HGeIYpOrU9u5UR9Z98mx9;53,37
Luke Combs;Cold As You;7IWV29mryrqtO0JVgnPtfv;97,38
Haiti BaeB;Year 2020;0VWgZvez93QhJwTAVniUEw;21,39
Beach Bunny;Cloud 9;6vFsBXYczYsP0H3lgunZOm;101,4
Papa Roach;The Ending - Remastered 2020;6t1OmNgczg0oaGbpfzHVLR;52,41
Kane Brown;Be Like That - feat. Swae Lee & Khalid;5f1joOtoMeyppIcJGZQvqJ;100,42
YWB $uburb;Year 2020;6IPUBfLwEOPrzx4ZfEULYJ;21,43
Future;Drankin N Smokin;0k7wmahjkn389wAZdz19Cv;99,44
The Glitch Mob;Fortune Days - 2020 Remaster;5GWHujc41JAjaiH6gcCjgu;48,45
Tory Lanez;"WHATS POPPIN (feat. DaBaby; Tory Lanez & Lil Wayne) - Remix";2MbdDtCv5LUVjYy9RuGTgC;100,46
Kentomen;Year 2020;2wXYm7A2WwjjLkkzSIFS5j;21,47
Lil Nas X;HOLIDAY;6zFMeegAMYQo0mt8rXtrli;105,48
Papa Roach;Burn - Remastered 2020;1LRQROTy2wN5VO3V0VPbUc;50,49
Conan Gray;Maniac;6KfoDhO4XUWSbnyKjNp9c4;103,5
Naomi;Year 2020;7g4i6RAwjGTxCByFx7gz9W;21,51
21 Savage;Runnin;5SWnsxjhdcEDc7LJjq9UHk;99,52
The Glitch Mob;Animus Vox - 2020 Remaster;3L1iZJUXiAcUvDhIIi3KAq;48,53
Jack Harlow;WHATS POPPIN;1jaTQ3nqY3oAAYyCTbIvnM;100,54
Judgemental;Year 2020;0sm0np6NlfZdgBvlD8kkm3;21,55
King Von;Took Her To The O;7fEoXCZTZFosUFvFQg1BmW;97,56
Papa Roach;American Dreams - Remastered 2020;6HLk3upJqJAmVNdMbnxT8g;52,57
Lil Baby;On Me;4Iedi94TIaB2GGb1nMB68v;97,58
Liberator World;Year 2020;72ou2l2Mr5YKNW83ua1zv1;21,59
blackbear;hot girl bummer;6jRq8gaZhMUyy5RclRPcAf;102,6
Papa Roach;Still Swingin’ - Remastered 2020;1WeeMb71Hld9X5Bmq9IQup;51,61
SoFaygo;Knock Knock;6aHoPULNO7pSL2ZfUY0bU8;101,62
Johann Strauss II;"An der schönen blauen Donau; Walzer; Op. 314";5431KRbZtVF3tVgMR1lIYS;56,63
DJ Scheme;E-ER (feat. Lil Yachty);4N7i6RfJXMWfkx9Zr6pzkJ;98,64
Years & Years;King;0ehr4GsiW3MMc4cm6OTe4H;21,65
Doja Cat;Get Into It (Yuh);0W6I02J9xcqK8MtSeosEXb;110,66
David Bowie;Golden Years - 2016 Remaster;4JRem7xHp2l0kmUvt9zCKu;82,67
Justin Bieber;Peaches (feat. Daniel Caesar & Giveon);4iJyoBOLtHqaGxP12qzhQI;113,68
Ella Fitzgerald;What Are You Doing New Year's Eve?;0mWR3j0VOTZfpZvewBPa3o;21,69
Drake;TSU;4s7QLoImIwmPi9L6dq1nVW;106,7
Iron Maiden;Wasted Years - 2015 Remaster;2V0T2LS0pf2r3EFpOEkZFO;74,71
The Weeknd;Save Your Tears (with Ariana Grande) (Remix);37BZB0z9T8Xu7U3e65qxFy;112,72
Diana Krall;What Are You Doing New Year's Eve?;2xrGlRiFlhRSmZ3UUt8eKt;21,73
Olivia Rodrigo;drivers license;5wANPM4fQCJwkGd4rN57mH;111,74
David Bowie;Five Years - 2012 Remaster;1JIzFhI9Lt5FyslawmHCBi;78,75
Coldplay;My Universe;3FeVmId7tL5YN8B7R3imoM;115,76
Paul Anka;It's The Most Wonderful Time Of The Year;5OCkg7I5QaTXE0PfYxV8Q4;21,77
Lil Nas X;MONTERO (Call Me By Your Name);1SC5rEoYDGUK4NfG82494W;110,78
Sukima Switch;Ah Yeah!! - 2020 Remaster;1EryXVV7xCH10UeVvF3RMB;63,79
Bad Bunny;Yonaguni;2JPLbjOn0wPCngEot2STUS;114,8
Paul Anka;It's The Most Wonderful Time Of The Year;1GpetRfQ47U8iXby8LPnol;21,81
Drake;In The Bible (with Lil Durk & Giveon);61S79KIVA4I9FXbnsylEHT;105,82
Rhys Lewis;This Time Of Year;5RvpOJg44qCZZHYFZO28rF;21,83
Drake;Papi’s Home;6jy9yJfgCsMHdu2Oz4BGKX;105,84
Elvis Costello & The Attractions;"Radio; Radio - 2021 Remaster";0qvo5kciIqZJn1t8jdfqDn;64,85
Polo G;RAPSTAR;43PGPuHIlVOc04jrZVh9L6;105,86
Elvis Costello & The Attractions;The Beat - 2021 Remaster;1bqlDsBlBPxjK0zuFQcSXq;60,87
Meek Mill;Sharing Locations (feat. Lil Baby & Lil Durk);3J4VKkUpLvomXJbn9ZAypO;104,88
Saliva;After Me - 2021 Version;5BJs3aDrKYBRkzrhaVxf89;60,89
Megan Thee Stallion;Thot Shit;5zNW5ARjYhJQJz1AChP33n;105,9
Elvis Costello & The Attractions;This Year's Girl - 2021 Remaster;1fdZTOJXydtRzCwBbHlJco;55,91
Olivia Rodrigo;favorite crime;5JCoSi02qi3jJeHdZXMmR8;108,92
Elvis Costello & The Attractions;(I Don't Want To Go To) Chelsea - 2021 Remaster;7uYyLVNjKY49L8o3AouXZd;59,93
Drake;N 2 Deep;34D6FJysnQioVingDKufuf;104,94
Ledisi;What Are You Doing New Year's Eve?;6YhXtmV3tNFyELfEHxAI0T;21,95
Bruno Mars;Leave The Door Open;7MAibcTli4IisCtbHKrGMh;110,96
Elvis Costello & The Attractions;No Action - 2021 Remaster;2GFakdGflCFgwFrJfZkvzK;51,97
Cochise;Tell Em;7nc7mlSdWYeFom84zZ8Wr8;105,98
DJ CLINGO SLIDE;Rubish;0u7vHkZJtxjSP65kf0yZOA;51,99
Oliver Tree;Life Goes On;0eu4C55hL6x29mmeAjytzC;115
Elvis Costello & The Attractions;Lipstick Vogue - 2021 Remaster;2PiNhvEBruOkFZ4g4IwtXo;51,01
PinkPantheress;Pain;7CIERzyqIwLVKGp00YbHRO;106,02
Saliva;Spyhunter - 2021 Version;646K2dKvCr8Nqy3XaSRHHM;50,03
Drake;Love All (with JAY-Z);4VCbgIdr8ptegWeJpqLVHH;106,04
Elvis Costello & The Attractions;Lip Service - 2021 Remaster;23acMIboTpqnM5kueS7GV8;49,05
Elton John;Cold Heart - PNAU Remix;6zSpb8dQRaw0M1dK8PBwQz;115,06
Cameo Bobo;2021 Is My Year;0lb12AXahSi5OzHmp2zdCd;44,07
Marshmello;Leave Before You Love Me (with Jonas Brothers);4qu63nuBpdn0qHUHuObEj1;110,08
Elvis Costello & The Attractions;Little Triggers - 2021 Remaster;2N8YyefuTvFIbgCiCYoXVU;49,09
Post Malone;Motley Crew;40uMIn2zJLAQhNXghRjBed;107,1
Elvis Costello & The Attractions;You Belong To Me - 2021 Remaster;7LjcmjjxyEumIx8AOBVUij;49,11
Taylor Swift;Wildest Dreams (Taylor's Version);1Ov37jtRQ2YNAe8HzfczkL;109,12
Dianne Reeves;This Time Of Year;37HtUdjYyfUTUGz7bo2DP4;22,13
The Kid LAROI;STAY (with Justin Bieber);5PjdY0CKGZdEuoNab3yDmX;115,14
ilyTOMMY;Princess Bubblegum;2O9KgUsmuon6Gycdmagc6t;91,15
Reach;Wake Me Up;7viWxZ7AZdScCC8jtSMtU3;37,16
Cardi B;Thru Your Phone;74cVJfmK18rhWnscIpGXjt;91,17
Ben Gold;There Will Be Angels (Mixed);1tX7QuCgRdN5Rd4EZylTDg;36,18
Shawn Mendes;In My Blood;2QZ7WLBE8h2y1Y5Fb8RYbH;98,19
A.r.d.i.;Army Of Angels (Mixed);0XTfDOPt8hSsoaLx3Czt41;36,2
Bebe Rexha;I'm a Mess;04ZTP5KsCypmtCmQg5tH9R;97,21
Markus Schulz;Safe From Harm (Mixed) - Giuseppe Ottaviani Remix;08C9JDD0lYhCp7k9aJ5xTO;35,22
Luke Combs;Must've Never Met You;6ojicjDYUUoeE1tdSvfFo4;89,23
Armin van Buuren;Just As You Are (Mixed);1ayzaQo2NSVL5qfXjEzpet;36,24
Mac Miller;What's the Use?;2dgrYdgguVZKeCsrVb9XEs;92,25
Allen Watts;Midnight (Mixed);7Hs8ElQkN8PdS91cM3IoOm;36,26
BTS;Euphoria;3p6hnejEQYXkiTO1lAzVc0;101,27
Armin van Buuren;Popcorn (Mixed);7FMyA4SQNcxaQNBVN0HuEE;36,28
Wiz Khalifa;Hopeless Romantic (feat. Swae Lee);7IBSffWIu7P2MC7kMwy2FM;91,29
Splinta;Shock Therapy (Mixed) - Rising Altitude Mix;0H3VVK7Zs55yvSWQBgqBle;36,3
Jordan Davis;Take It From Me;3dCZm5HrG0jIXAHfNkg2H0;89,31
Alok;Ocean;24aKD49Ofys4kHXc2SgJFA;39,32
Cavetown;Lemon Boy;3Yvk0ZLxMlt6ioasvdN6vB;92,33
Loud Luxury;Body - Orjan Nilsen Remix;5sZqOI3OgMN7EgUuVoQuH7;37,34
Luke Combs;Dive - Recorded At Sound Stage Nashville;2VWBdFsDJVGlRTdz4PvYwy;89,35
Armin van Buuren;Blah Blah Blah;7c97wKkJEAbldEQ6FV3ZqW;53,36
Cody Jinks;Must Be The Whiskey;6VChAU4QENeLwf3OaHBJxC;87,37
DOBERMAN INFINITY;ON WAY HOME - LIVE TOUR 2018 DOGG YEAR 〜PARTY ON THE OFF ROAD〜;3LzlI28E7aaMFWweCzcopt;30,38
YBN Nahmir;Rubbin off the Paint;6V4KHt9xu4TPEnDFoBeacT;89,39
zYnthetic;Spine - 2018 Mix;4KjSEAgTMmpBjjHV2HbWw0;26,4
Bad Bunny;Otra Noche en Miami;4vCAzANUWDE24URV6wQ4ra;98,41
zYnthetic;Outbreak - 2018 Mix;6wSGcQSabwK72bbpK4fRtO;28,42
Bishop Briggs;River;3mRLHiSHYtC8Hk7bzZdUs1;97,43
Workout Music ;Havana (Remix);0lq3XK3yxm6bK6gfsG1B0R;33,44
YoungBoy Never Broke Again;Slime Belief;2qGfZAgDe1pV2y5xJAhi6R;88,45
015B;Tarot;6gOkgBefmLpNyQ0r94BpOn;32,46
Jubël;Dancing In The Moonlight (feat. NEIMY);4GSDkZt7GcmzBWmsMcpaVO;98,47
Dave Grusin;"The Milagro Beanfield War: Theme - From ""The Milagro Beanfield War""";7JsogAEhRsyMQ2vah8gq1t;30,48
Ariana Grande;breathin;4OafepJy2teCjYJbvFE60J;95,49
Razika;Mer crazy enn sexy - 2018 Outtake;4vRA29r9bPsFlIM4uGMgqP;45,5
Fuerza Regida;Sigo Chambeando;4PR0r2us3a64lTew6TVlF2;92,51
Davey Asprey;Alone In The Wilderness (Mixed);5nLRCCde2CUsZsdE4sqLKz;35,52
Drake;Mob Ties;7rC5Pl8rQSX4myONQHYPBK;92,53
W&W;Ready To Rave (Mixed);6Tc5dfrVsEZTPSg7wBGwqr;35,54
Diplo;Wish;7lxOjQyVsHQ8toQeT7IgCc;88,55
Billy Gillies;Disturbance (Mixed);3nGjXNJJi27IEvyoOcz6Mi;36,56
Khalid;Saturday Nights;5kfNriitmkNE8mUbZ7gbq8;94,57
Roger Shah;For The One You Love (Mixed);21sR3zPZ8idzwdYD86kWeT;35,58
Lauren Daigle;Rescue;7r9kOxiNDnkAg5QKqtyjVk;90,59
Ultra Shock;The Sound Of E (Mixed) - Jorn van Deynhoven Remix;46wFL3f8EfMTT9ksntsqfy;35,6
BLACKPINK;DDU-DU DDU-DU;4lQsB3ERTWSNaAN1IkuNRl;97,61
Luke Bond;U (Mixed);1Ivvw4lBanASm9tULOnTP9;34,62
Polo G;Neva Cared;3UnYMo1aeD0o8VtHy3R8cs;89,63
Oliver Cattley;Zubr (Mixed);1aleZEzNU0Hlx9KSHyfLKA;35,64
David Bowie;Five Years - 2012 Remaster;1JIzFhI9Lt5FyslawmHCBi;79,65
Luke Combs;Beer Never Broke My Heart;7aEtlGHoiPAfRB084NiDmx;98,66
Pink Floyd;One Slip - Remix 2019;4topvmlYQ0WQe9sSmJH0YF;51,67
Billie Eilish;bad guy;2Fxmhks0bxGSBdJ92vM42m;107,68
Pink Floyd;Signs of Life - Remix 2019;3gtNd9RV49v6AFla6L9oDE;51,69
Baby Keem;ORANGE SODA;5FkoSXiJPKTNyYgALRJFhD;99,7
Pink Floyd;One Slip - Remix 2019;0Ch9reL20qs7i2bzHLWTo5;51,71
Surfaces;Sunday Best;1Cv1YLb4q0RzL6pybtaMLo;101,72
Pink Floyd;The Dogs of War - Remix 2019;2Ev5oXviJgU07hqSDYuJKZ;51,73
DaBaby;BOP;6Ozh9Ok6h4Oi1wUSLtBseN;101,74
Pink Floyd;Sorrow - Remix 2019;0dTx0BkWs1Ew6tVO7Ikr1G;51,75
Clairo;Bubble Gum;3zksbXteOCeSusJ5Xltr3t;101,76
TLC;No Scrubs;3okWQ7ykLevuruyk60bFgy;60,77
Maren Morris;The Bones;7yFhA2fUsL2oIMWlw5DaHQ;99,78
Laszlo;Feels Like Love - 2019;0ia1yM0yP6wQk3MjBLlxh0;51,79
Lewis Capaldi;Before You Go;2gMXnyrvIjhVBUZwvLZDMP;106,8
Pink Floyd;Round and Around - Remix 2019;1mi5VkGg9mwQ2v097ZSA8Q;49,81
Arizona Zervas;ROXANNE;696DnlkuDOXcMAnKlTgXXK;103,82
Pink Floyd;"Another Brick In the Wall; Part 2 - 2019 remix [Live]";1xUTI8Ce8IQnyYCGPmrbzS;56,83
Old Dominion;One Man Band;7cA3PnUQDlUyBBwpRozQeo;97,84
Pink Floyd;Sorrow - Remix 2019;1U9XWccgcdPw0ahaq2FDDS;50,85
Dayglow;Can I Call You Tonight?;64lsIF5pw0sJY0gV5kz0RN;101,86
Pink Floyd;Wish You Were Here - Live at Knebworth 1990;57Nc8KTrSOGqgjxfGzqRP1;57,87
Chris Brown;No Guidance (feat. Drake);6XHVuErjQ4XNm6nDPVCxVX;102,88
Pink Floyd;Time - 2019 remix [Live];4pXxIVE4YTBE8b5HQdjqOC;51,89
Lizzo;Truth Hurts;3HWzoMvoF3TQfYg4UPszDq;98,9
Pink Floyd;Yet Another Movie - Remix 2019;0oQlbs16wtdkKYoSfVAQUt;50,91
Post Malone;Wow.;7xQAfvXzm3AkraOtGPWIZg;102,92
Pink Floyd;Comfortably Numb - 2019 remix [Live];5L7ge1RYPPhLyzXKTSdXjb;51,93
Machine Gun Kelly;I Think I'm OKAY (with YUNGBLUD & Travis Barker);2gTdDMpNxIRFSiu7HutMCg;100,94
Pink Floyd;Learning to Fly - 2019 remix [Live];1sBMXOXdWkhsho4mPlMOl7;51,95
Lil Tjay;F.N;0RLLvYBopDwooCyvnTwgYu;101,96
Pink Floyd;On the Turning Away - 2019 remix [Live];7gkYyPzHSzINK0PdNS5ehL;51,97
Luke Combs;Better Together;6gdLyYNuhWBzqwlOFSsXC7;97,98
Calvin Harris;One Kiss;6Mcd2tlwSiqsnMC85DF4Ns;63,99
Doja Cat;Say So;3Dv1eDb0MEgF93GpLXlucZ;105
Pink Floyd;Terminal Frost - Remix 2019;73fQJejfeIb6AyjIqyDiLF;50,01
J Balvin;LA CANCIÓN;0fea68AdmYNygeTGI4RC18;106,02
Usher;Yeah! (feat. Lil Jon & Ludacris);0utLWSIbolqT7KyppMuxKY;59,03
Juice WRLD;Empty;41MCdlvXOl62B7Kv86Bb1v;100,04
Pink Floyd;On the Turning Away - Remix 2019;6wDeZntXr5oWaXbAFLUHRf;51,05
Billie Eilish;when the party's over;43zdsphuZLzwA9k4DJhU0I;105,06
Pink Floyd;Signs of Life - 2019 remix [Live];3WYct0etrRZLnMovAs4Nnr;51,07
Lil Tecca;Ransom;1lOe9qE0vR9zwWQAOk6CoO;103,08
Pink Floyd;Sorrow - 2019 remix [Live];3dfe0fKRLb8WIqzK9KxAAQ;50,09
Jonas Brothers;Sucker;22vgEDb5hykfaTwLuskFGD;104,1
Pink Floyd;Yet Another Movie - 2019 remix [Live];5dlL1PVoVscf1hbcPRDg70;51,11
Billie Eilish;everything i wanted;3ZCTVFBt2Brf31RLEnCkWJ;105,12
Pink Floyd;Wish You Were Here - 2019 remix [Live];5PeyGshewkLwL59zOAIW4C;53,13
Drake;Money In The Grave (Drake ft. Rick Ross);5ry2OE6R2zPQFDO85XkgRb;101,14
Papa Roach;Falling Apart - Remastered 2020;2qkxnCKVOKbQZcO8TEcXH1;56,15
The Weeknd;Save Your Tears;5QO79kh1waicV47BqGRL3g;110,16
Ruined Conflict;Year 2020;6dEPod8uKS1oqcD7RZYy6c;26,17
Pop Smoke;What You Know Bout Love;1tkg4EHVoqnhR6iFEXb60y;107,18
Papa Roach;Face Everything and Rise - Remastered 2020;20JXjktPIqUV7bWr8nZkia;55,19
Cardi B;WAP (feat. Megan Thee Stallion);4Oun2ylbjFKMPTiaSbbCih;106,2
Iñigo Vontier;Year 2020;03VrhBjoCp0rSjajdhNE5N;24,21
Eminem;Godzilla (feat. Juice WRLD);7FIWs0pqAYbP91WWM0vlTQ;106,22
Papa Roach;Come Around - Remastered 2020;19XsdKehaBTpfhwS6OSdYr;55,23
Ariana Grande;positions;35mvY5S1H3J2QZyna3TFe0;109,24
Papa Roach;Elevate - Remastered 2020;5vi1VaZmV5CzibWGIcf9G4;55,25
Don Toliver;After Party;527k23H0A4Q0UJN3vGs0Da;103,26
Tigre Blanco;Year 2020;2Qzj5uQzUA85LjtcCBuAhZ;23,27
Powfu;death bed (coffee for your head);7eJMfftS33KTjuF7lTsMCx;107,28
Papa Roach;Periscope - Remastered 2020;3DFp3sRBA9iWzZqEPLq8gM;56,29
Nelly;Lil Bit;0NmuYnjETG3u3qx0OmEJev;100,3
kaestin;Year 2020;4BSnQlZksEtvmW4c2QOgEV;23,31
Polo G;21;3JKgcAa7r07ocVWcV8bS0H;102,32
Jai Wolf;Indian Summer - 2020 Encore Mix;60SJ6qZIetPNm1Q2IRGgRr;48,33
Ariana Grande;34+35;6Im9k8u9iIzKMrmV7BWtlF;107,34
Ema Spatula;Year 2020;6s0QJ4tfTOkkkOMQz8HCrg;30,35
Noah Cyrus;July;6J2LdBN97cDWn0MLxYh9HB;104,36
Hammock;EveryWhen - Bonus Track;2HGeIYpOrU9u5UR9Z98mx9;55,37
Luke Combs;Cold As You;7IWV29mryrqtO0JVgnPtfv;99,38
Haiti BaeB;Year 2020;0VWgZvez93QhJwTAVniUEw;23,39
Beach Bunny;Cloud 9;6vFsBXYczYsP0H3lgunZOm;103,4
Papa Roach;The Ending - Remastered 2020;6t1OmNgczg0oaGbpfzHVLR;54,41
Kane Brown;Be Like That - feat. Swae Lee & Khalid;5f1joOtoMeyppIcJGZQvqJ;102,42
YWB $uburb;Year 2020;6IPUBfLwEOPrzx4ZfEULYJ;23,43
Future;Drankin N Smokin;0k7wmahjkn389wAZdz19Cv;101,44
The Glitch Mob;Fortune Days - 2020 Remaster;5GWHujc41JAjaiH6gcCjgu;50,45
Tory Lanez;"WHATS POPPIN (feat. DaBaby; Tory Lanez & Lil Wayne) - Remix";2MbdDtCv5LUVjYy9RuGTgC;102,46
Kentomen;Year 2020;2wXYm7A2WwjjLkkzSIFS5j;23,47
Lil Nas X;HOLIDAY;6zFMeegAMYQo0mt8rXtrli;107,48
Papa Roach;Burn - Remastered 2020;1LRQROTy2wN5VO3V0VPbUc;52,49
Conan Gray;Maniac;6KfoDhO4XUWSbnyKjNp9c4;105,5
Naomi;Year 2020;7g4i6RAwjGTxCByFx7gz9W;23,51
21 Savage;Runnin;5SWnsxjhdcEDc7LJjq9UHk;101,52
The Glitch Mob;Animus Vox - 2020 Remaster;3L1iZJUXiAcUvDhIIi3KAq;50,53
Jack Harlow;WHATS POPPIN;1jaTQ3nqY3oAAYyCTbIvnM;102,54
Judgemental;Year 2020;0sm0np6NlfZdgBvlD8kkm3;23,55
King Von;Took Her To The O;7fEoXCZTZFosUFvFQg1BmW;99,56
Papa Roach;American Dreams - Remastered 2020;6HLk3upJqJAmVNdMbnxT8g;54,57
Lil Baby;On Me;4Iedi94TIaB2GGb1nMB68v;99,58
Liberator World;Year 2020;72ou2l2Mr5YKNW83ua1zv1;23,59
blackbear;hot girl bummer;6jRq8gaZhMUyy5RclRPcAf;104,6
Papa Roach;Still Swingin’ - Remastered 2020;1WeeMb71Hld9X5Bmq9IQup;53,61
SoFaygo;Knock Knock;6aHoPULNO7pSL2ZfUY0bU8;103,62
Johann Strauss II;"An der schönen blauen Donau; Walzer; Op. 314";5431KRbZtVF3tVgMR1lIYS;58,63
DJ Scheme;E-ER (feat. Lil Yachty);4N7i6RfJXMWfkx9Zr6pzkJ;100,64
Years & Years;King;0ehr4GsiW3MMc4cm6OTe4H;23,65
Doja Cat;Get Into It (Yuh);0W6I02J9xcqK8MtSeosEXb;112,66
David Bowie;Golden Years - 2016 Remaster;4JRem7xHp2l0kmUvt9zCKu;84,67
Justin Bieber;Peaches (feat. Daniel Caesar & Giveon);4iJyoBOLtHqaGxP12qzhQI;115,68
Ella Fitzgerald;What Are You Doing New Year's Eve?;0mWR3j0VOTZfpZvewBPa3o;23,69
Drake;TSU;4s7QLoImIwmPi9L6dq1nVW;108,7
Iron Maiden;Wasted Years - 2015 Remaster;2V0T2LS0pf2r3EFpOEkZFO;76,71
The Weeknd;Save Your Tears (with Ariana Grande) (Remix);37BZB0z9T8Xu7U3e65qxFy;114,72
Diana Krall;What Are You Doing New Year's Eve?;2xrGlRiFlhRSmZ3UUt8eKt;23,73
Olivia Rodrigo;drivers license;5wANPM4fQCJwkGd4rN57mH;113,74
David Bowie;Five Years - 2012 Remaster;1JIzFhI9Lt5FyslawmHCBi;80,75
Coldplay;My Universe;3FeVmId7tL5YN8B7R3imoM;117,76
Paul Anka;It's The Most Wonderful Time Of The Year;5OCkg7I5QaTXE0PfYxV8Q4;23,77
Lil Nas X;MONTERO (Call Me By Your Name);1SC5rEoYDGUK4NfG82494W;112,78
Sukima Switch;Ah Yeah!! - 2020 Remaster;1EryXVV7xCH10UeVvF3RMB;65,79
Bad Bunny;Yonaguni;2JPLbjOn0wPCngEot2STUS;116,8
Paul Anka;It's The Most Wonderful Time Of The Year;1GpetRfQ47U8iXby8LPnol;23,81
Drake;In The Bible (with Lil Durk & Giveon);61S79KIVA4I9FXbnsylEHT;107,82
Rhys Lewis;This Time Of Year;5RvpOJg44qCZZHYFZO28rF;23,83
Drake;Papi’s Home;6jy9yJfgCsMHdu2Oz4BGKX;107,84
Elvis Costello & The Attractions;"Radio; Radio - 2021 Remaster";0qvo5kciIqZJn1t8jdfqDn;66,85
Polo G;RAPSTAR;43PGPuHIlVOc04jrZVh9L6;107,86
Elvis Costello & The Attractions;The Beat - 2021 Remaster;1bqlDsBlBPxjK0zuFQcSXq;62,87
Meek Mill;Sharing Locations (feat. Lil Baby & Lil Durk);3J4VKkUpLvomXJbn9ZAypO;106,88
Saliva;After Me - 2021 Version;5BJs3aDrKYBRkzrhaVxf89;62,89
Megan Thee Stallion;Thot Shit;5zNW5ARjYhJQJz1AChP33n;107,9
Elvis Costello & The Attractions;This Year's Girl - 2021 Remaster;1fdZTOJXydtRzCwBbHlJco;57,91
Olivia Rodrigo;favorite crime;5JCoSi02qi3jJeHdZXMmR8;110,92
Elvis Costello & The Attractions;(I Don't Want To Go To) Chelsea - 2021 Remaster;7uYyLVNjKY49L8o3AouXZd;61,93
Drake;N 2 Deep;34D6FJysnQioVingDKufuf;106,94
Ledisi;What Are You Doing New Year's Eve?;6YhXtmV3tNFyELfEHxAI0T;23,95
Bruno Mars;Leave The Door Open;7MAibcTli4IisCtbHKrGMh;112,96
Elvis Costello & The Attractions;No Action - 2021 Remaster;2GFakdGflCFgwFrJfZkvzK;53,97
Cochise;Tell Em;7nc7mlSdWYeFom84zZ8Wr8;107,98
DJ CLINGO SLIDE;Rubish;0u7vHkZJtxjSP65kf0yZOA;53,99
Oliver Tree;Life Goes On;0eu4C55hL6x29mmeAjytzC;117
Elvis Costello & The Attractions;Lipstick Vogue - 2021 Remaster;2PiNhvEBruOkFZ4g4IwtXo;53,01
PinkPantheress;Pain;7CIERzyqIwLVKGp00YbHRO;108,02
Saliva;Spyhunter - 2021 Version;646K2dKvCr8Nqy3XaSRHHM;52,03
Drake;Love All (with JAY-Z);4VCbgIdr8ptegWeJpqLVHH;108,04
Elvis Costello & The Attractions;Lip Service - 2021 Remaster;23acMIboTpqnM5kueS7GV8;51,05
Elton John;Cold Heart - PNAU Remix;6zSpb8dQRaw0M1dK8PBwQz;117,06
Cameo Bobo;2021 Is My Year;0lb12AXahSi5OzHmp2zdCd;46,07
Marshmello;Leave Before You Love Me (with Jonas Brothers);4qu63nuBpdn0qHUHuObEj1;112,08
Elvis Costello & The Attractions;Little Triggers - 2021 Remaster;2N8YyefuTvFIbgCiCYoXVU;51,09
Post Malone;Motley Crew;40uMIn2zJLAQhNXghRjBed;109,1
Elvis Costello & The Attractions;You Belong To Me - 2021 Remaster;7LjcmjjxyEumIx8AOBVUij;51,11
Taylor Swift;Wildest Dreams (Taylor's Version);1Ov37jtRQ2YNAe8HzfczkL;111,12
Dianne Reeves;This Time Of Year;37HtUdjYyfUTUGz7bo2DP4;24,13
The Kid LAROI;STAY (with Justin Bieber);5PjdY0CKGZdEuoNab3yDmX;117,14
Diplo;Wish - Trippie Mix;6IpvkngH89cA3hhPC84Leg;91,15
Heatbeat;Stadium Arcadium (Mixed);5fyfW72A6BjStA8JGtSiOG;37,16
Drake;I'm Upset;3qN5qMTKyEEmiTZD38BNTT;94,17
Armin van Buuren;Lifting You Higher (Mixed);4zgyiw85TCmMqv3YIM7Iw1;37,18
Louis The Child;Better Not (with Wafia);7n1940b6kHcaEewFSZXnXa;92,19
Aly & Fila;A World Beyond (Mixed);4SzmDa9kLhM88Ci1CXfVQE;37,2
ODIE;Little Lies;6QpZXzHcOgXK41Y3YCx203;94,21
STANDERWICK;I've Been Thinking About You (Mixed);7BzQBlAXb0OWmNc6Xahjwc;36,22
