Timestamp,Close
1335282720,
1335340320,
1335397920,
1335455520,
1335513120,
1335570720,
1335628320,
1335685920,
1335743520,
1335801120,
1335858720,
1335916320,
1335973920,
1336031520,
1336089120,
1336146720,
1336204320,
1336261920,
1336319520,
1336377120,
1336434720,
1336492320,
1336549920,
1336607520,
1336665120,
1336722720,
1336780320,
1336837920,
1336895520,
1336953120,
1337010720,
1337068320,
1337125920,
1337183520,
1337241120,
1337298720,
1337356320,
1337413920,
1337471520,
1337529120,
1337586720,
1337644320,
1337701920,
1337759520,
1337817120,
1337874720,
1337932320,
1337989920,
1338047520,
1338105120,
1338162720,
1338220320,
1338277920,
1338335520,
1338393120,
1338450720,
1338508320,
1338565920,5.24
1338623520,
1338681120,
1338738720,
1338796320,
1338853920,
1338911520,
1338969120,
1339026720,
1339084320,
1339141920,
1339199520,
1339257120,
1339314720,
1339372320,
1339429920,
1339487520,
1339545120,
1339602720,
1339660320,
1339717920,
1339775520,
1339833120,
1339890720,
1339948320,
1340005920,
1340063520,
1340121120,
1340178720,
1340236320,
1340293920,
1340351520,
1340409120,
1340466720,
1340524320,
1340581920,
1340639520,
1340697120,
1340754720,
1340812320,
1340869920,
1340927520,
1340985120,
1341042720,
1341100320,
1341157920,
1341215520,
1341273120,
1341330720,
1341388320,
1341445920,
1341503520,
1341561120,
1341618720,
1341676320,
1341733920,6.63
1341791520,
1341849120,
1341906720,
1341964320,
1342021920,7.14
1342079520,
1342137120,
1342194720,
1342252320,
1342309920,
1342367520,
1342425120,
1342482720,
1342540320,
1342597920,
1342655520,
1342713120,
1342770720,
1342828320,
1342885920,
1342943520,
1343001120,
1343058720,
1343116320,
1343173920,
1343231520,
1343289120,8.6
1343346720,
1343404320,
1343461920,
1343519520,
1343577120,
1343634720,
1343692320,
1343749920,
1343807520,
1343865120,
1343922720,
1343980320,10.1
1344037920,10.93
1344095520,
1344153120,
1344210720,
1344268320,
1344325920,
1344383520,
1344441120,
1344498720,
1344556320,
1344613920,
1344671520,
1344729120,
1344786720,
1344844320,
1344901920,
1344959520,
1345017120,
1345074720,
1345132320,
1345189920,
1345247520,12.5
1345305120,
1345362720,
1345420320,
1345477920,
1345535520,
1345593120,
1345650720,
1345708320,9.96
1345765920,
1345823520,
1345881120,
1345938720,
1345996320,
1346053920,
1346111520,
1346169120,
1346226720,
1346284320,
1346341920,
1346399520,
1346457120,
1346514720,10.01
1346572320,
1346629920,
1346687520,
1346745120,
1346802720,
1346860320,10.25
1346917920,
1346975520,
1347033120,
1347090720,
1347148320,
1347205920,
1347263520,
1347321120,
1347378720,
1347436320,
1347493920,
1347551520,
1347609120,
1347666720,
1347724320,11.59
1347781920,
1347839520,
1347897120,
1347954720,
1348012320,
1348069920,
1348127520,
1348185120,
1348242720,
1348300320,
1348357920,
1348415520,
1348473120,
1348530720,
1348588320,
1348645920,
1348703520,
1348761120,
1348818720,
1348876320,
1348933920,
1348991520,
1349049120,
1349106720,
1349164320,
1349221920,
1349279520,
1349337120,
1349394720,
1349452320,12.45
1349509920,
1349567520,
1349625120,
1349682720,
1349740320,
1349797920,
1349855520,
1349913120,
1349970720,
1350028320,
1350085920,
1350143520,
1350201120,
1350258720,
1350316320,11.5
1350373920,
1350431520,
1350489120,11.92
1350546720,
1350604320,
1350661920,11.72
1350719520,
1350777120,
1350834720,
1350892320,11.5
1350949920,
1351007520,
1351065120,
1351122720,
1351180320,
1351237920,
1351295520,9.99
1351353120,
1351410720,
1351468320,
1351525920,
1351583520,
1351641120,
1351698720,
1351756320,
1351813920,10.82
1351871520,
1351929120,
1351986720,
1352044320,
1352101920,
1352159520,
1352217120,
1352274720,10.54
1352332320,10.8
1352389920,
1352447520,
1352505120,
1352562720,
1352620320,
1352677920,
1352735520,
1352793120,
1352850720,
1352908320,
1352965920,
1353023520,
1353081120,
1353138720,
1353196320,
1353253920,
1353311520,
1353369120,
1353426720,
1353484320,
1353541920,11.64
1353599520,
1353657120,
1353714720,12.16
1353772320,
1353829920,
1353887520,
1353945120,
1354002720,
1354060320,
1354117920,
1354175520,
1354233120,
1354290720,
1354348320,
1354405920,
1354463520,
1354521120,
1354578720,
1354636320,
1354693920,
1354751520,
1354809120,
1354866720,
1354924320,
1354981920,
1355039520,
1355097120,
1355154720,
1355212320,
1355269920,
1355327520,
1355385120,
1355442720,
1355500320,
1355557920,
1355615520,
1355673120,
1355730720,13.17
1355788320,
1355845920,
1355903520,
1355961120,
1356018720,
1356076320,
1356133920,
1356191520,
1356249120,
1356306720,
1356364320,13.05
1356421920,
1356479520,
1356537120,
1356594720,
1356652320,
1356709920,
1356767520,
1356825120,
1356882720,
1356940320,
1356997920,
1357055520,
1357113120,
1357170720,
1357228320,13.11
1357285920,
1357343520,
1357401120,
1357458720,
1357516320,
1357573920,13.15
1357631520,
1357689120,
1357746720,13.4
1357804320,
1357861920,
1357919520,
1357977120,
1358034720,
1358092320,
1358149920,13.61
1358207520,
1358265120,
1358322720,
1358380320,
1358437920,
1358495520,
1358553120,
1358610720,
1358668320,
1358725920,
1358783520,16.93
1358841120,
1358898720,17.43
1358956320,
1359013920,
1359071520,
1359129120,
1359186720,
1359244320,17.35
1359301920,
1359359520,
1359417120,
1359474720,
1359532320,
1359589920,
1359647520,20.54
1359705120,
1359762720,
1359820320,
1359877920,
1359935520,20.39
1359993120,20.3
1360050720,
1360108320,
1360165920,
1360223520,
1360281120,
1360338720,22.16
1360396320,
1360453920,
1360511520,
1360569120,
1360626720,
1360684320,25.31
1360741920,
1360799520,
1360857120,
1360914720,
1360972320,27.02
1361029920,27.05
1361087520,
1361145120,
1361202720,
1361260320,
1361317920,29.39
1361375520,
1361433120,
1361490720,
1361548320,30.87
1361605920,
1361663520,29.54
1361721120,
1361778720,
1361836320,30.43
1361893920,
1361951520,
1362009120,
1362066720,34.1
1362124320,33.73
1362181920,34.56
1362239520,
1362297120,
1362354720,
1362412320,
1362469920,
1362527520,
1362585120,
1362642720,
1362700320,
1362757920,43.32
1362815520,
1362873120,
1362930720,
1362988320,
1363045920,
1363103520,43.8
1363161120,
1363218720,
1363276320,
1363333920,
1363391520,
1363449120,
1363506720,
1363564320,
1363621920,
1363679520,51.7
1363737120,
1363794720,61.9
1363852320,
1363909920,
1363967520,72.0
1364025120,
1364082720,63.9
1364140320,
1364197920,
1364255520,
1364313120,79.15
1364370720,
1364428320,
1364485920,
1364543520,
1364601120,
1364658720,
1364716320,
1364773920,95.64
1364831520,
1364889120,
1364946720,
1365004320,133.75
1365061920,
1365119520,
1365177120,139.3
1365234720,
1365292320,
1365349920,156.4
1365407520,175.0
1365465120,
1365522720,219.3
1365580320,230.02
1365637920,161.49
1365695520,
1365753120,83.0
1365810720,106.02
1365868320,
1365925920,99.5
1365983520,91.01
1366041120,93.89
1366098720,56.79
1366156320,67.81
1366213920,92.75
1366271520,92.06
1366329120,108.5
1366386720,
1366444320,118.93
1366501920,126.25
1366559520,119.06
1366617120,122.0
1366674720,
1366732320,133.3
1366789920,139.02
1366847520,150.31
1366905120,154.0
1366962720,127.75
1367020320,137.34
1367077920,133.6
1367135520,132.0
1367193120,135.27
1367250720,143.63
1367308320,
1367365920,139.88
1367423520,128.5
1367481120,122.14
1367538720,104.5
1367596320,90.07
1367653920,101.0
1367711520,112.62
1367769120,114.44
1367826720,122.14
1367884320,111.51
1367941920,104.22
1367999520,115.04
1368057120,113.44
1368114720,111.3
1368172320,
1368229920,117.89
1368287520,115.81
1368345120,116.94
1368402720,
1368460320,116.4
1368517920,116.38
1368575520,106.83
1368633120,112.5
1368690720,
1368748320,113.28
1368805920,114.72
1368863520,
1368921120,
1368978720,118.25
1369036320,116.97
1369093920,117.96
1369151520,118.15
1369209120,118.05
1369266720,119.1
1369324320,
1369381920,123.8
1369439520,128.7
1369497120,127.53
1369554720,129.19
1369612320,
1369669920,129.34
1369727520,
1369785120,126.04
1369842720,127.28
1369900320,129.16
1369957920,
1370015520,128.38
1370073120,128.11
1370130720,128.77
1370188320,118.69
1370245920,118.08
1370303520,
1370361120,
1370418720,120.15
1370476320,
1370533920,120.62
1370591520,117.88
1370649120,110.11
1370706720,108.51
1370764320,99.5
1370821920,99.48
1370879520,100.99
1370937120,
1370994720,107.37
1371052320,108.7
1371109920,
1371167520,102.08
1371225120,98.53
1371282720,
1371340320,
1371397920,100.58
1371455520,100.29
1371513120,
1371570720,106.52
1371628320,105.29
1371685920,105.85
1371743520,106.15
1371801120,103.3
1371858720,101.82
1371916320,99.86
1371973920,100.92
1372031520,
1372089120,99.66
1372146720,100.56
1372204320,
1372261920,98.44
1372319520,
1372377120,96.97
1372434720,91.91
1372492320,91.02
1372549920,
1372607520,
1372665120,
1372722720,82.99
1372780320,
1372837920,86.7
1372895520,
1372953120,
1373010720,74.84
1373068320,67.14
1373125920,
1373183520,65.7
1373241120,72.94
1373298720,73.92
1373356320,73.36
1373413920,74.98
1373471520,76.28
1373529120,
1373586720,
1373644320,92.91
1373701920,
1373759520,
1373817120,92.21
1373874720,90.75
1373932320,
1373989920,92.52
1374047520,91.74
1374105120,90.98
1374162720,
1374220320,
1374277920,86.33
1374335520,
1374393120,85.89
1374450720,
1374508320,
1374565920,
1374623520,
1374681120,87.58
1374738720,
1374796320,90.19
1374853920,90.8
1374911520,
1374969120,
1375026720,
1375084320,
1375141920,
1375199520,94.59
1375257120,98.97
1375314720,
1375372320,97.68
1375429920,95.15
1375487520,
1375545120,
1375602720,
1375660320,
1375717920,
1375775520,98.7
1375833120,
1375890720,98.02
1375948320,
1376005920,94.24
1376063520,
1376121120,
1376178720,93.53
1376236320,
1376293920,94.15
1376351520,
1376409120,
1376466720,99.75
1376524320,99.19
1376581920,98.11
1376639520,
1376697120,98.25
1376754720,
1376812320,
1376869920,
1376927520,
1376985120,
1377042720,104.79
1377100320,107.02
1377157920,
1377215520,109.86
1377273120,109.5
1377330720,
1377388320,
1377445920,
1377503520,
1377561120,111.79
1377618720,117.21
1377676320,117.21
1377733920,
1377791520,
1377849120,
1377906720,
1377964320,128.84
1378021920,129.28
1378079520,130.7
1378137120,131.05
1378194720,130.1
1378252320,
1378309920,
1378367520,
1378425120,122.75
1378482720,122.61
1378540320,
1378597920,
1378655520,118.93
1378713120,
1378770720,
1378828320,123.76
1378885920,
1378943520,127.38
1379001120,
1379058720,126.73
1379116320,
1379173920,125.98
1379231520,
1379289120,125.18
1379346720,125.99
1379404320,126.38
1379461920,
1379519520,127.29
1379577120,127.75
1379634720,
1379692320,124.83
1379749920,
1379807520,123.42
1379865120,
1379922720,
1379980320,122.89
1380037920,122.92
1380095520,
1380153120,123.28
1380210720,124.05
1380268320,
1380325920,126.7
1380383520,
1380441120,
1380498720,
1380556320,126.99
1380613920,127.2
1380671520,
1380729120,125.54
1380786720,
1380844320,
1380901920,122.67
1380959520,
1381017120,121.35
1381074720,122.11
1381132320,123.9
1381189920,123.8
1381247520,123.23
1381305120,
1381362720,
1381420320,125.6
1381477920,
1381535520,
1381593120,
1381650720,127.94
1381708320,
1381765920,134.93
1381823520,135.58
1381881120,141.02
1381938720,144.24
1381996320,141.08
1382053920,143.94
1382111520,151.89
1382169120,159.29
1382226720,166.0
1382284320,165.0
1382341920,169.3
1382399520,179.8
1382457120,188.66
1382514720,189.99
1382572320,203.7
1382629920,
1382687520,186.0
1382745120,188.2
1382802720,
1382860320,
1382917920,195.0
1382975520,195.0
1383033120,
1383090720,204.69
1383148320,203.37
1383205920,
1383263520,202.4
1383321120,202.5
1383378720,204.5
1383436320,204.89
1383493920,205.11
1383551520,211.11
1383609120,229.93
1383666720,243.7
1383724320,248.54
1383781920,264.35
1383839520,289.4
1383897120,309.02
1383954720,334.0
1384012320,358.0
1384069920,305.01
1384127520,329.73
1384185120,348.0
1384242720,347.71
1384300320,354.9
1384357920,375.01
1384415520,403.28
1384473120,415.0
1384530720,429.24
1384588320,
1384645920,435.15
1384703520,461.0
1384761120,529.0
1384818720,660.2
1384876320,600.0
1384933920,495.0
1384991520,597.99
1385049120,702.4
1385106720,701.0
1385164320,798.0
1385221920,
1385279520,792.53
1385337120,807.5
1385394720,819.3
1385452320,834.45
1385509920,917.85
1385567520,960.0
1385625120,
1385682720,1010.27
1385740320,1097.45
1385797920,
1385855520,1119.0
1385913120,981.0
1385970720,1048.01
1386028320,1043.98
1386085920,1052.97
1386143520,
1386201120,1136.9
1386258720,977.11
1386316320,980.0
1386373920,797.0
1386431520,735.0
1386489120,749.33
1386546720,786.6
1386604320,871.0
1386661920,929.0
1386719520,980.0
1386777120,899.0
1386834720,863.0
1386892320,872.11
1386949920,885.0
1387007520,
1387065120,851.03
1387122720,848.0
1387180320,841.1
1387237920,687.77
1387295520,684.9
1387353120,525.96
1387410720,520.51
1387468320,657.0
1387525920,708.42
1387583520,614.99
1387641120,582.48
1387698720,624.0
1387756320,612.7
1387813920,637.5
1387871520,650.76
1387929120,
1387986720,661.19
1388044320,709.0
1388101920,745.38
1388159520,719.79
1388217120,724.86
1388274720,
1388332320,713.95
1388389920,
1388447520,736.5
1388505120,735.77
1388562720,745.4
1388620320,749.27
1388677920,750.11
1388735520,784.49
1388793120,
1388850720,813.13
1388908320,834.72
1388965920,904.4
1389023520,911.07
1389081120,
1389138720,799.0
1389196320,804.0
1389253920,835.2
1389311520,826.24
1389369120,
1389426720,860.27
1389484320,891.5
1389541920,856.0
1389599520,823.28
1389657120,821.67
1389714720,820.0
1389772320,834.0
1389829920,841.83
1389887520,829.37
1389945120,813.0
1390002720,792.0
1390060320,801.45
1390117920,804.73
1390175520,841.1
1390233120,820.0
1390290720,820.12
1390348320,824.78
1390405920,810.51
1390463520,816.29
1390521120,812.0
1390578720,789.0
1390636320,791.87
1390693920,805.0
1390751520,823.0
1390809120,816.5
1390866720,749.45
1390924320,795.0
1390981920,
1391039520,794.0
1391097120,788.3
1391154720,802.04
1391212320,
1391269920,820.0
1391327520,824.88
1391385120,813.13
1391442720,811.98
1391500320,807.28
1391557920,800.21
1391615520,805.0
1391673120,772.23
1391730720,763.98
1391788320,715.0
1391845920,714.43
1391903520,682.0
1391961120,693.54
1392018720,690.95
1392076320,
1392133920,686.37
1392191520,651.0
1392249120,651.31
1392306720,649.0
1392364320,570.0
1392421920,669.0
1392479520,656.99
1392537120,
1392594720,621.63
1392652320,645.0
1392709920,634.71
1392767520,627.2
1392825120,626.0
1392882720,610.07
1392940320,563.0
1392997920,566.2
1393055520,
1393113120,610.0
1393170720,627.6
1393228320,566.5
1393285920,543.85
1393343520,523.0
1393401120,592.73
1393458720,588.83
1393516320,585.5
1393573920,575.0
1393631520,552.2
1393689120,562.28
1393746720,
1393804320,570.0
1393861920,627.0
1393919520,674.6
1393977120,673.94
1394034720,667.74
1394092320,667.0
1394149920,668.42
1394207520,634.98
1394265120,623.15
1394322720,620.52
1394380320,641.02
1394437920,
1394495520,629.03
1394553120,621.87
1394610720,
1394668320,
1394725920,
1394783520,638.0
1394841120,
1394898720,
1394956320,
1395013920,634.98
1395071520,625.7
1395129120,613.78
1395186720,615.42
1395244320,610.45
1395301920,603.0
1395359520,588.0
1395417120,574.5
1395474720,567.09
1395532320,565.43
1395589920,563.81
1395647520,
1395705120,585.58
1395762720,577.96
1395820320,569.27
1395877920,579.2
1395935520,523.99
1395993120,513.47
1396050720,499.63
1396108320,500.97
1396165920,479.24
1396223520,456.0
1396281120,465.46
1396338720,482.0
1396396320,479.0
1396453920,451.73
1396511520,
1396569120,
1396626720,444.0
1396684320,449.8
1396741920,460.69
1396799520,454.24
1396857120,459.99
1396914720,448.98
1396972320,
1397029920,453.26
1397087520,
1397145120,394.9
1397202720,401.59
1397260320,423.4
1397317920,423.68
1397375520,
1397433120,417.58
1397490720,461.21
1397548320,
1397605920,523.0
1397663520,
1397721120,511.39
1397778720,498.2
1397836320,482.57
1397893920,494.4
1397951520,503.8
1398009120,499.0
1398066720,
1398124320,
1398181920,495.95
1398239520,491.73
1398297120,
1398354720,489.45
1398412320,457.0
1398469920,466.51
1398527520,467.88
1398585120,
1398642720,
1398700320,445.99
1398757920,
1398815520,448.0
1398873120,446.0
1398930720,458.11
1398988320,460.97
1399045920,
1399103520,443.75
1399161120,
1399218720,437.49
1399276320,428.11
1399333920,433.0
1399391520,431.37
1399449120,427.02
1399506720,
1399564320,445.0
1399621920,
1399679520,450.1
1399737120,451.43
1399794720,446.66
1399852320,437.81
1399909920,443.0
1399967520,
1400025120,
1400082720,446.0
1400140320,448.5
1400197920,446.53
1400255520,
1400313120,
1400370720,
1400428320,
1400485920,446.48
1400543520,448.04
1400601120,478.61
1400658720,496.12
1400716320,
1400773920,517.0
1400831520,530.0
1400889120,523.49
1400946720,
1401004320,576.34
1401061920,570.0
1401119520,585.1
1401177120,569.99
1401234720,572.7
1401292320,576.0
1401349920,567.0
1401407520,
1401465120,608.5
1401522720,626.99
1401580320,626.39
1401637920,658.62
1401695520,624.02
1401753120,665.09
1401810720,671.9
1401868320,637.0
1401925920,643.5
1401983520,665.64
1402041120,
1402098720,649.0
1402156320,
1402213920,
1402271520,657.11
1402329120,
1402386720,657.26
1402444320,
1402501920,638.2
1402559520,
1402617120,574.85
1402674720,582.99
1402732320,580.0
1402789920,572.28
1402847520,
1402905120,599.9
1402962720,586.0
1403020320,597.91
1403077920,609.17
1403135520,608.0
1403193120,605.5
1403250720,589.2
1403308320,593.48
1403365920,
1403423520,600.5
1403481120,
1403538720,
1403596320,585.47
1403653920,574.98
1403711520,566.0
1403769120,569.09
1403826720,
1403884320,
1403941920,
1403999520,591.8
1404057120,
1404114720,625.9
1404172320,636.53
1404229920,
1404287520,646.94
1404345120,649.31
1404402720,645.85
1404460320,641.92
1404517920,627.26
1404575520,630.1
1404633120,
1404690720,
1404748320,619.0
1404805920,
1404863520,
1404921120,624.4
1404978720,621.0
1405036320,
1405093920,629.14
1405151520,634.21
1405209120,
1405266720,
1405324320,
1405381920,621.58
1405439520,624.99
1405497120,621.68
1405554720,616.86
1405612320,625.94
1405669920,
1405727520,631.85
1405785120,
1405842720,
1405900320,627.0
1405957920,
1406015520,623.79
1406073120,620.0
1406130720,
1406188320,617.69
1406245920,
1406303520,
1406361120,595.17
1406418720,
1406476320,592.16
1406533920,582.61
1406591520,
1406649120,581.93
1406706720,581.37
1406764320,563.36
1406821920,
1406879520,587.67
1406937120,595.77
1406994720,586.99
1407052320,
1407109920,
1407167520,
1407225120,583.75
1407282720,581.96
1407340320,582.99
1407397920,
1407455520,586.0
1407513120,
1407570720,
1407628320,
1407685920,
1407743520,587.51
1407801120,
1407858720,567.46
1407916320,556.53
1407973920,549.98
1408031520,507.0
1408089120,518.93
1408146720,
1408204320,
1408261920,
1408319520,500.54
1408377120,477.5
1408434720,479.21
1408492320,490.0
1408549920,505.66
1408607520,524.81
1408665120,521.12
1408722720,523.14
1408780320,509.99
1408837920,496.97
1408895520,
1408953120,498.15
1409010720,502.39
1409068320,514.0
1409125920,
1409183520,510.22
1409241120,507.05
1409298720,505.35
1409356320,
1409413920,502.56
1409471520,493.93
1409529120,
1409586720,481.25
1409644320,473.55
1409701920,
1409759520,475.0
1409817120,475.41
1409874720,487.6
1409932320,
1409989920,477.96
1410047520,479.59
1410105120,480.89
1410162720,467.0
1410220320,467.8
1410277920,463.0
1410335520,
1410393120,477.75
1410450720,473.41
1410508320,472.59
1410565920,474.63
1410623520,478.0
1410681120,
1410738720,475.48
1410796320,474.64
1410853920,
1410911520,463.47
1410969120,456.0
1411026720,448.48
1411084320,425.65
1411141920,404.89
1411199520,417.19
1411257120,
1411314720,406.81
1411372320,404.86
1411429920,
1411487520,398.86
1411545120,424.04
1411602720,423.66
1411660320,412.47
1411717920,406.04
1411775520,
1411833120,
1411890720,
1411948320,375.24
1412005920,380.98
1412063520,374.98
1412121120,390.18
1412178720,384.6
1412236320,380.8
1412293920,375.78
1412351520,366.75
1412409120,
1412466720,328.39
1412524320,280.07
1412581920,
1412639520,327.68
1412697120,328.31
1412754720,333.49
1412812320,357.16
1412869920,385.21
1412927520,371.0
1412985120,360.54
1413042720,353.67
1413100320,360.7
1413157920,380.4
1413215520,
1413273120,406.27
1413330720,402.03
1413388320,389.02
1413445920,
1413503520,383.85
1413561120,377.9
1413618720,
1413676320,390.92
1413733920,391.06
1413791520,379.21
1413849120,
1413906720,389.15
1413964320,385.78
1414021920,384.07
1414079520,362.31
1414137120,359.66
1414194720,358.49
1414252320,350.56
1414309920,352.17
1414367520,355.3
1414425120,
1414482720,354.98
1414540320,355.86
1414597920,
1414655520,340.0
1414713120,
1414770720,342.94
1414828320,331.01
1414885920,324.53
1414943520,323.58
1415001120,
1415058720,326.66
1415116320,329.41
1415173920,337.07
1415231520,338.9
1415289120,347.97
1415346720,347.74
1415404320,342.19
1415461920,
1415519520,347.25
1415577120,365.94
1415634720,373.44
1415692320,370.5
1415749920,
1415807520,402.27
1415865120,444.24
1415922720,420.31
1415980320,400.21
1416037920,
1416095520,376.99
1416153120,
1416210720,397.5
1416268320,
1416325920,
1416383520,385.83
1416441120,379.05
1416498720,361.0
1416556320,346.69
1416613920,
1416671520,358.79
1416729120,
1416786720,368.19
1416844320,
1416901920,385.16
1416959520,375.0
1417017120,377.19
1417074720,371.8
1417132320,369.97
1417189920,373.04
1417247520,379.46
1417305120,375.77
1417362720,375.29
1417420320,379.34
1417477920,377.42
1417535520,381.82
1417593120,379.98
1417650720,375.99
1417708320,370.4
1417765920,368.82
1417823520,
1417881120,
1417938720,
1417996320,
1418053920,368.87
1418111520,350.16
1418169120,351.31
1418226720,351.5
1418284320,362.06
1418341920,348.89
1418399520,354.89
1418457120,349.14
1418514720,351.77
1418572320,351.83
1418629920,353.0
1418687520,
1418745120,337.89
1418802720,328.94
1418860320,321.34
1418917920,312.0
1418975520,317.13
1419033120,317.45
1419090720,327.99
1419148320,
1419205920,321.14
1419263520,330.43
1419321120,
1419378720,336.2
1419436320,330.15
1419493920,
1419551520,
1419609120,324.99
1419666720,
1419724320,
1419781920,315.99
1419839520,314.79
1419897120,310.78
1419954720,313.0
1420012320,313.63
1420069920,
1420127520,
1420185120,
1420242720,315.65
1420300320,301.62
1420357920,
1420415520,263.09
1420861440,
1420919040,
1420976640,
1421034240,270.32
1421091840,271.71
1421149440,232.38
1421207040,219.75
1421264640,180.06
1421322240,212.54
1421379840,216.8
1421437440,208.15
1421495040,
1421552640,197.28
1421610240,212.14
1421667840,
1421725440,213.94
1421783040,214.28
1421840640,213.96
1421898240,232.35
1421955840,233.03
1422013440,
1422071040,
1422128640,245.73
1422186240,246.0
1422243840,284.01
1422301440,266.48
1422359040,251.75
1422416640,259.04
1422474240,239.69
1422531840,231.99
1422589440,
1422647040,230.94
1422704640,229.78
1422762240,220.03
1422819840,229.0
1422877440,224.98
1422935040,237.01
1422992640,228.84
1423050240,
1423107840,227.12
1423165440,218.27
1423223040,216.94
1423280640,
1423338240,228.0
1423395840,228.85
1423453440,
1423511040,220.0
1423568640,216.09
1423626240,223.06
1423683840,221.9
1423741440,219.42
1423799040,
1423856640,237.78
1423914240,247.97
1423971840,
1424029440,235.84
1424087040,234.99
1424144640,235.75
1424202240,244.61
1424259840,241.78
1424317440,
1424375040,244.23
1424432640,244.9
1424490240,
1424547840,
1424605440,
1424663040,
1424720640,236.8
1424778240,238.7
1424835840,
1424893440,238.88
1424951040,
1425008640,238.15
1425066240,255.66
1425123840,
1425181440,251.7
1425239040,
1425296640,257.7
1425354240,
1425411840,281.0
1425469440,278.5
1425527040,269.14
1425584640,266.61
1425642240,
1425699840,
1425757440,277.35
1425815040,273.98
1425872640,279.13
1425930240,285.94
1425987840,292.64
1426045440,290.13
1426103040,
1426160640,
1426218240,
1426275840,287.91
1426333440,284.41
1426391040,
1426448640,285.15
1426506240,
1426563840,
1426621440,287.88
1426679040,270.85
1426736640,253.99
1426794240,256.75
1426851840,259.74
1426909440,261.04
1426967040,260.24
1427024640,260.08
1427082240,
1427139840,262.31
1427197440,257.68
1427255040,246.61
1427312640,244.83
1427370240,250.74
1427427840,
1427485440,248.35
1427543040,
1427600640,
1427658240,
1427715840,244.6
1427773440,
1427831040,243.66
1427888640,242.67
1427946240,246.78
1428003840,
1428061440,252.99
1428119040,
1428176640,252.92
1428234240,254.76
1428291840,
1428349440,255.35
1428407040,253.86
1428464640,
1428522240,244.5
1428579840,
1428637440,
1428695040,235.8
1428752640,234.37
1428810240,
1428867840,236.7
1428925440,234.04
1428983040,
1429040640,216.9
1429098240,220.4
1429155840,225.08
1429213440,228.28
1429271040,223.48
1429328640,
1429386240,222.81
1429443840,226.03
1429501440,
1429559040,223.85
1429616640,224.95
1429674240,235.92
1429731840,237.05
1429789440,
1429847040,
1429904640,231.33
1429962240,228.08
1430019840,219.63
1430077440,218.2
1430135040,218.81
1430192640,226.55
1430250240,224.51
1430307840,224.07
1430365440,225.62
1430423040,236.58
1430480640,233.77
1430538240,232.95
1430595840,234.39
1430653440,240.55
1430711040,
1430768640,237.77
1430826240,232.83
1430883840,234.27
1430941440,234.26
1430999040,230.08
1431056640,236.74
1431114240,244.5
1431171840,240.0
1431229440,
1431287040,239.0
1431344640,239.46
1431402240,239.45
1431459840,241.1
1431517440,242.69
1431575040,
1431632640,
1431690240,237.11
1431747840,236.84
1431805440,236.0
1431863040,
1431920640,236.06
1431978240,235.17
1432035840,232.17
1432093440,232.76
1432151040,233.6
1432208640,
1432266240,
1432323840,
1432381440,
1432439040,
1432496640,
1432554240,
1432611840,235.98
1432669440,235.89
1432727040,235.81
1432784640,
1432842240,236.43
1432899840,235.55
1432957440,234.92
1433015040,
1433072640,
1433130240,
1433187840,222.1
1433245440,
1433303040,225.11
1433360640,226.73
1433418240,224.7
1433475840,
1433533440,225.01
