time,Close
2021-02-01 00:00:00,33062.02
2021-02-01 01:40:00,32641.11
2021-02-01 03:20:00,33820.65
2021-02-01 05:00:00,33604.67
2021-02-01 06:40:00,33677.92
2021-02-01 08:20:00,33670.51
2021-02-01 10:00:00,34593.64
2021-02-01 11:40:00,34153.53
2021-02-01 13:20:00,34281.15
2021-02-01 15:00:00,33619.78
2021-02-01 16:40:00,33546.48
2021-02-01 18:20:00,33487.26
2021-02-01 20:00:00,33700.61
2021-02-01 21:40:00,33867.23
2021-02-01 23:20:00,33760.0
2021-02-02 01:00:00,33462.61
2021-02-02 02:40:00,33674.47
2021-02-02 04:20:00,33666.47
2021-02-02 06:00:00,33906.69
2021-02-02 07:40:00,34157.81
2021-02-02 09:20:00,34385.26
2021-02-02 11:00:00,35402.97
2021-02-02 12:40:00,34943.3
2021-02-02 14:20:00,35157.24
2021-02-02 16:00:00,34838.95
2021-02-02 17:40:00,35129.51
2021-02-02 19:20:00,34874.48
2021-02-02 21:00:00,35917.63
2021-02-02 22:40:00,35878.54
2021-02-03 00:20:00,35640.71
2021-02-03 02:00:00,36242.1
2021-02-03 03:40:00,35947.74
2021-02-03 05:20:00,36750.0
2021-02-03 07:00:00,36561.85
2021-02-03 08:40:00,36482.59
2021-02-03 10:20:00,35684.91
2021-02-03 12:00:00,36097.8
2021-02-03 13:40:00,36261.0
2021-02-03 15:20:00,36635.52
2021-02-03 17:00:00,37033.5
2021-02-03 18:40:00,37102.04
2021-02-03 20:20:00,36898.53
2021-02-03 22:00:00,37176.99
2021-02-03 23:40:00,37408.67
2021-02-04 01:20:00,37988.36
2021-02-04 03:00:00,38221.6
2021-02-04 04:40:00,37697.69
2021-02-04 06:20:00,37968.17
2021-02-04 08:00:00,38209.17
2021-02-04 09:40:00,38331.33
2021-02-04 11:20:00,37500.0
2021-02-04 13:00:00,37234.78
2021-02-04 14:40:00,37480.96
2021-02-04 16:20:00,36447.88
2021-02-04 18:00:00,36961.98
2021-02-04 19:40:00,37212.85
2021-02-04 21:20:00,37631.48
2021-02-04 23:00:00,37619.47
2021-02-05 00:40:00,37195.12
2021-02-05 02:20:00,37290.37
2021-02-05 04:01:00,37064.25
2021-02-05 05:41:00,37314.59
2021-02-05 07:21:00,37327.28
2021-02-05 09:01:00,37778.15
2021-02-05 10:41:00,37550.0
2021-02-05 12:21:00,37594.89
2021-02-05 14:01:00,37941.92
2021-02-05 15:41:00,38174.94
2021-02-05 17:21:00,38121.9
2021-02-05 19:01:00,37944.83
2021-02-05 20:41:00,37614.24
2021-02-05 22:22:00,37797.94
2021-02-06 00:02:00,37917.75
2021-02-06 01:42:00,38605.35
2021-02-06 03:22:00,38969.88
2021-02-06 05:02:00,39224.39
2021-02-06 06:43:00,38971.81
2021-02-06 08:23:00,39349.17
2021-02-06 10:03:00,39451.12
2021-02-06 11:43:00,39798.64
2021-02-06 13:23:00,40203.09
2021-02-06 15:03:00,40240.31
2021-02-06 16:43:00,40648.77
2021-02-06 18:23:00,40504.27
2021-02-06 20:03:00,40320.0
2021-02-06 21:43:00,39813.52
2021-02-06 23:23:00,40355.0
2021-02-07 01:03:00,39119.77
2021-02-07 02:44:00,39316.02
2021-02-07 04:24:00,38943.31
2021-02-07 06:04:00,38492.75
2021-02-07 07:45:00,38642.23
2021-02-07 09:25:00,39371.22
2021-02-07 11:05:00,39449.13
2021-02-07 12:46:00,38955.9
2021-02-07 14:26:00,38975.84
2021-02-07 16:06:00,38350.17
2021-02-07 17:46:00,37986.73
2021-02-07 19:26:00,38124.15
2021-02-07 21:06:00,37932.11
2021-02-07 22:47:00,38550.0
2021-02-08 00:28:00,39007.2
2021-02-08 02:08:00,38766.67
2021-02-08 03:49:00,38393.88
2021-02-08 05:29:00,38642.85
2021-02-08 07:09:00,38835.08
2021-02-08 08:49:00,39295.35
2021-02-08 10:29:00,39074.5
2021-02-08 12:10:00,39451.27
2021-02-08 13:50:00,41440.72
2021-02-08 15:30:00,43797.21
2021-02-08 17:10:00,44179.39
2021-02-08 18:50:00,43117.72
2021-02-08 20:30:00,43068.48
2021-02-08 22:10:00,44072.81
2021-02-08 23:50:00,44933.87
2021-02-09 01:30:00,46812.18
2021-02-09 03:10:00,45708.58
2021-02-09 04:50:00,46607.2
2021-02-09 06:30:00,46842.46
2021-02-09 08:10:00,47813.28
2021-02-09 09:50:00,47168.56
2021-02-09 11:30:00,46310.43
2021-02-09 13:10:00,46816.73
2021-02-09 14:50:00,46266.09
2021-02-09 16:30:00,47027.53
2021-02-09 18:10:00,46818.01
2021-02-09 19:50:00,47135.59
2021-02-09 21:30:00,46963.56
2021-02-09 23:10:00,46640.85
2021-02-10 00:50:00,46619.22
2021-02-10 02:30:00,46282.59
2021-02-10 04:10:00,46510.0
2021-02-10 05:50:00,46033.06
2021-02-10 07:30:00,46562.48
2021-02-10 09:10:00,46777.56
2021-02-10 10:50:00,46666.96
2021-02-10 12:30:00,46446.34
2021-02-10 14:10:00,45570.03
2021-02-10 15:50:00,45206.06
2021-02-10 17:30:00,44699.52
2021-02-10 19:10:00,45116.05
2021-02-10 20:50:00,45204.58
2021-02-10 22:30:00,44665.62
2021-02-11 00:10:00,45135.95
2021-02-11 01:50:00,44125.42
2021-02-11 03:30:00,44587.4
2021-02-11 05:10:00,45112.66
2021-02-11 06:50:00,44830.56
2021-02-11 08:30:00,45049.8
2021-02-11 10:10:00,44849.67
2021-02-11 11:50:00,46102.22
2021-02-11 13:30:00,46372.34
2021-02-11 15:10:00,47285.2
2021-02-11 16:50:00,48022.99
2021-02-11 18:30:00,47249.75
2021-02-11 20:10:00,47746.24
2021-02-11 21:50:00,47381.67
2021-02-11 23:30:00,47338.84
2021-02-12 01:10:00,48666.69
2021-02-12 02:50:00,48509.27
2021-02-12 04:30:00,47915.6
2021-02-12 06:10:00,47327.27
2021-02-12 07:50:00,47495.74
2021-02-12 09:30:00,47585.1
2021-02-12 11:10:00,47441.25
2021-02-12 12:50:00,47770.6
2021-02-12 14:30:00,47909.12
2021-02-12 16:10:00,46855.44
2021-02-12 17:50:00,47660.19
2021-02-12 19:30:00,47484.64
2021-02-12 21:10:00,47367.27
2021-02-12 22:50:00,47938.1
2021-02-13 00:30:00,47372.0
2021-02-13 02:10:00,47777.05
2021-02-13 03:50:00,47975.65
2021-02-13 05:30:00,47837.15
2021-02-13 07:10:00,47825.56
2021-02-13 08:51:00,47370.69
2021-02-13 10:31:00,47511.3
2021-02-13 12:11:00,46392.67
2021-02-13 13:51:00,46971.89
2021-02-13 15:31:00,46895.89
2021-02-13 17:11:00,47198.36
2021-02-13 18:51:00,47046.43
2021-02-13 20:31:00,47054.15
2021-02-13 22:11:00,46997.8
2021-02-13 23:51:00,47109.77
2021-02-14 01:31:00,47451.9
2021-02-14 03:12:00,47669.47
2021-02-14 04:55:00,47454.99
2021-02-14 06:36:00,48059.52
2021-02-14 08:16:00,48747.6
2021-02-14 09:56:00,48633.77
2021-02-14 11:36:00,49267.96
2021-02-14 13:17:00,49580.0
2021-02-14 14:57:00,48824.6
2021-02-14 16:37:00,48401.69
2021-02-14 18:17:00,48878.58
2021-02-14 19:57:00,48715.9
2021-02-14 21:37:00,48918.71
2021-02-14 23:17:00,49012.27
2021-02-15 00:57:00,48766.08
2021-02-15 02:38:00,48073.01
2021-02-15 04:18:00,47202.97
2021-02-15 05:58:00,46902.72
2021-02-15 07:38:00,47093.66
2021-02-15 09:18:00,47482.75
2021-02-15 10:58:00,47558.95
2021-02-15 12:38:00,47881.07
2021-02-15 14:18:00,48149.38
2021-02-15 15:58:00,47679.64
2021-02-15 17:38:00,48441.91
2021-02-15 19:18:00,48625.75
2021-02-15 20:58:00,48700.39
2021-02-15 22:38:00,48571.11
2021-02-16 00:18:00,48380.76
2021-02-16 01:58:00,47689.13
2021-02-16 03:38:00,48433.93
2021-02-16 05:18:00,49784.31
2021-02-16 06:58:00,49145.84
2021-02-16 08:38:00,48858.11
2021-02-16 10:18:00,49051.31
