time,Close
2021-02-16 11:58:00,49025.1
2021-02-16 13:38:00,49817.61
2021-02-16 15:18:00,48932.78
2021-02-16 16:58:00,48990.61
2021-02-16 18:38:00,48457.76
2021-02-16 20:18:00,48630.0
2021-02-16 21:58:00,48783.1
2021-02-16 23:38:00,48766.16
2021-02-17 01:18:00,49481.9
2021-02-17 02:58:00,49280.62
2021-02-17 04:38:00,49330.48
2021-02-17 06:18:00,49436.53
2021-02-17 07:58:00,50552.45
2021-02-17 09:38:00,51048.11
2021-02-17 11:18:00,51216.87
2021-02-17 12:58:00,51301.93
2021-02-17 14:38:00,50680.0
2021-02-17 16:18:00,51327.64
2021-02-17 17:58:00,51220.21
2021-02-17 19:38:00,51440.0
2021-02-17 21:18:00,52300.0
2021-02-17 22:58:00,52315.11
2021-02-18 00:38:00,52264.28
2021-02-18 02:18:00,52125.61
2021-02-18 03:58:00,52361.73
2021-02-18 05:38:00,52060.32
2021-02-18 07:18:00,52145.47
2021-02-18 08:58:00,51927.86
2021-02-18 10:38:00,51748.95
2021-02-18 12:18:00,51606.29
2021-02-18 13:58:00,51413.59
2021-02-18 15:38:00,52238.8
2021-02-18 17:18:00,51776.58
2021-02-18 18:58:00,51834.57
2021-02-18 20:38:00,52011.01
2021-02-18 22:18:00,52011.52
2021-02-18 23:58:00,51818.23
2021-02-19 01:38:00,51859.01
2021-02-19 03:18:00,51163.03
2021-02-19 04:58:00,51223.74
2021-02-19 06:38:00,51346.64
2021-02-19 08:18:00,51744.45
2021-02-19 09:58:00,52196.25
2021-02-19 11:38:00,52816.26
2021-02-19 13:18:00,52622.04
2021-02-19 14:58:00,52818.25
2021-02-19 16:38:00,53724.97
2021-02-19 18:18:00,54684.5
2021-02-19 19:58:00,55289.53
2021-02-19 21:38:00,55376.44
2021-02-19 23:18:00,55164.06
2021-02-20 00:58:00,55950.55
2021-02-20 02:38:00,56392.64
2021-02-20 04:18:00,56126.14
2021-02-20 05:58:00,55914.84
2021-02-20 07:38:00,55802.7
2021-02-20 09:18:00,55671.33
2021-02-20 10:58:00,55339.57
2021-02-20 12:38:00,55776.21
2021-02-20 14:18:00,57054.17
2021-02-20 15:58:00,56471.45
2021-02-20 17:38:00,56674.29
2021-02-20 19:18:00,57075.46
2021-02-20 20:58:00,57000.07
2021-02-20 22:38:00,56746.75
2021-02-21 00:18:00,55704.79
2021-02-21 01:58:00,55833.48
2021-02-21 03:39:00,56497.42
2021-02-21 05:19:00,56370.86
2021-02-21 06:59:00,56573.08
2021-02-21 08:39:00,56196.15
2021-02-21 10:19:00,56547.59
2021-02-21 11:59:00,57545.87
2021-02-21 13:39:00,57184.65
2021-02-21 15:19:00,57065.85
2021-02-21 16:59:00,57366.2
2021-02-21 18:39:00,57549.65
2021-02-21 20:19:00,58162.24
2021-02-21 21:59:00,57716.15
2021-02-21 23:39:00,57060.65
2021-02-22 01:19:00,56850.0
2021-02-22 02:59:00,56900.0
2021-02-22 04:39:00,56331.59
2021-02-22 06:19:00,55926.91
2021-02-22 07:59:00,56052.85
2021-02-22 09:39:00,55750.0
2021-02-22 11:19:00,54230.51
2021-02-22 12:59:00,54497.67
2021-02-22 14:39:00,53077.06
2021-02-22 16:19:00,53091.45
2021-02-22 17:59:00,53207.59
2021-02-22 19:39:00,52977.02
2021-02-22 21:19:00,54379.24
2021-02-22 22:59:00,54950.58
2021-02-23 00:39:00,54077.69
2021-02-23 02:19:00,53429.35
2021-02-23 03:59:00,51194.93
2021-02-23 05:39:00,50719.08
2021-02-23 07:19:00,51007.86
2021-02-23 08:59:00,49666.0
2021-02-23 10:39:00,48119.18
2021-02-23 12:19:00,47360.82
2021-02-23 13:59:00,48670.34
2021-02-23 15:39:00,47336.08
2021-02-23 17:19:00,48015.1
2021-02-23 18:59:00,47116.37
2021-02-23 20:39:00,46101.85
2021-02-23 22:19:00,48103.1
2021-02-23 23:59:00,48700.0
2021-02-24 01:39:00,47700.87
2021-02-24 03:19:00,50093.32
2021-02-24 04:59:00,50939.95
2021-02-24 06:39:00,50504.46
2021-02-24 08:19:00,49717.12
2021-02-24 09:59:00,50700.14
2021-02-24 11:39:00,50350.92
2021-02-24 13:19:00,50768.61
2021-02-24 14:59:00,49494.86
2021-02-24 16:39:00,49432.05
2021-02-24 18:19:00,49887.99
2021-02-24 19:59:00,49618.4
2021-02-24 21:39:00,48906.48
2021-02-24 23:19:00,48342.03
2021-02-25 00:59:00,49754.0
2021-02-25 02:39:00,50737.48
2021-02-25 04:20:00,50190.0
2021-02-25 06:00:00,49746.33
2021-02-25 07:40:00,50345.27
2021-02-25 09:20:00,50030.0
2021-02-25 11:00:00,49120.3
2021-02-25 12:40:00,49967.94
2021-02-25 14:20:00,51601.08
2021-02-25 16:00:00,50949.19
2021-02-25 17:40:00,51010.97
2021-02-25 19:20:00,49957.04
2021-02-25 21:00:00,49375.43
2021-02-25 22:40:00,48578.85
2021-02-26 00:20:00,48253.35
2021-02-26 02:00:00,46714.73
2021-02-26 03:40:00,47174.05
2021-02-26 05:20:00,47363.9
2021-02-26 07:00:00,45759.0
2021-02-26 08:40:00,44525.0
2021-02-26 10:20:00,46175.51
2021-02-26 12:00:00,46683.36
2021-02-26 13:40:00,46891.95
2021-02-26 15:20:00,46414.01
2021-02-26 17:00:00,47734.27
2021-02-26 18:40:00,47760.46
2021-02-26 20:20:00,47170.73
2021-02-26 22:00:00,46333.49
2021-02-26 23:40:00,45751.32
2021-02-27 01:20:00,46617.02
2021-02-27 03:00:00,47684.17
2021-02-27 04:41:00,47621.69
2021-02-27 06:22:00,47497.25
2021-02-27 08:03:00,47294.83
2021-02-27 09:43:00,46705.68
2021-02-27 11:23:00,46827.93
2021-02-27 13:04:00,47333.41
2021-02-27 14:44:00,47522.85
2021-02-27 16:25:00,47334.0
2021-02-27 18:05:00,46836.81
2021-02-27 19:45:00,47311.94
2021-02-27 21:25:00,47431.05
2021-02-27 23:05:00,46820.07
2021-02-28 00:45:00,45858.16
2021-02-28 02:26:00,46518.99
2021-02-28 04:06:00,45496.0
2021-02-28 05:46:00,44844.33
2021-02-28 07:26:00,44714.09
2021-02-28 09:06:00,44696.95
2021-02-28 10:46:00,45178.07
2021-02-28 12:26:00,45420.4
2021-02-28 14:07:00,44584.87
2021-02-28 15:47:00,44429.64
2021-02-28 17:27:00,43375.62
2021-02-28 19:07:00,43519.16
2021-02-28 20:47:00,44175.87
2021-02-28 22:27:00,45171.25
