1325317920,4.39
1329990480,4.76
1334245680,4.85
1337111640,4.95
1339528860,5.66
1340609280,6.26
1341693600,6.71
1342612260,8.4
1343554620,8.75
1344425400,10.9
1345194360,15.0
1345632240,9.96
1346256600,10.94
1347034380,10.85
1347764760,11.74
1348519920,11.9
1349206440,12.34
1349717220,11.24
1350427260,11.92
1351177500,11.01
1351769040,11.01
1352289000,10.82
1353059880,11.0
1353608940,11.7
1354328340,12.45
1354908540,13.35
1355514540,13.47
1356319800,13.1
1357241460,13.01
1357819200,13.7
1358440200,14.98
1358954400,17.33
1359374280,17.92
1359784620,20.21
1360261320,21.45
1360717800,25.22
1361103060,27.16
1361366580,29.21
1361691240,29.67
1362015960,32.0
1362329400,34.29
1362549900,44.36
1362664800,42.9
1362898200,46.4
1363102320,44.14
1363292760,47.18
1363649280,49.72
1363786620,60.87
1363897140,73.77
1364032560,58.8
1364214540,71.0
1364352840,82.23
1364480760,96.58
1364631900,93.2
1364850180,103.78
1364959440,122.77
1365027540,129.95
1365112800,134.98
1365213420,142.0
1365356520,156.0
1365436740,184.99
1365519000,221.0
1365591540,239.0
1365652740,162.57
1365719280,61.84
1365785400,63.46
1365853020,110.99
1365936720,96.19
1366022640,97.98
1366091280,63.03
1366151520,68.05
1366211040,88.5
1366287660,93.02
1366352700,120.65
1366421220,115.91
1366508040,126.36
1366585800,118.99
1366692600,126.07
1366764720,138.49
1366830960,144.0
1366907640,153.98
1366976400,132.85
1367037720,137.3
1367106300,128.8
1367176680,136.46
1367250480,143.39
1367313360,144.44
1367374260,138.61
1367438100,110.0
1367501880,110.0
1367561040,98.91
1367619060,91.15
1367678040,112.61
1367738880,109.8
1367798460,116.9
1367858640,118.7
1367927520,108.57
1367989920,112.5
1368049620,113.37
1368111720,112.2
1368200220,117.2
1368264120,114.99
1368332880,115.63
1368434880,116.59
1368498660,116.18
1368560040,116.85
1368622560,111.95
1368699420,109.93
1368768960,114.0
1368830460,116.48
1368911760,118.2
1368976800,118.27
1369066620,118.19
1369155000,117.24
1369265400,118.89
1369329780,121.48
1369392360,124.27
1369451220,129.47
1369510800,128.92
1369570680,129.35
1369642020,129.85
1369717500,125.79
1369788240,126.15
1369851360,128.5
1369911780,129.74
1369993500,127.83
1370055900,128.04
1370114760,128.14
1370185920,120.1
1370257620,117.5
1370327580,122.61
1370413560,120.26
1370521500,120.3
1370602500,113.88
1370661960,109.68
1370753100,107.93
1370811060,100.11
1370870520,102.99
1370951640,106.63
1371044040,108.7
1371151800,107.75
1371214200,99.12
1371308520,100.01
1371466500,99.98
1371551820,103.45
1371642240,106.18
1371747600,106.5
1371815580,102.01
1371873780,101.32
1371932160,99.96
1372031220,100.04
1372136160,100.0
1372251240,97.25
1372367820,97.75
1372451880,90.2
1372579740,88.6
1372707900,86.31
1372788900,86.68
